Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,MACD,MACD Signal,MACD Hist,Stoch %K,Stoch %D,VWAP,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
PYPL,Financial Services,61.09,-1.29,37.19,33.26,Neutral,3.31,66.293,Bearish,★★☆☆☆ →,-7.55,0.0,-7.85,No,Not expected,Not imminent,1.9,Decreasing,0.0,-7.55,-1.769,-1.0499,-0.719,3.88,4.67,72.5564,Balanced metrics,60.17,Low,,1516.0,,-
AXGN,Healthcare,24.04,1.99,37.19,70.65,Overbought,4.06,22.2599,Bullish,★★☆☆☆ ↓,1.14,0.0,8.0,No,Not expected,Not imminent,1.9,Decreasing,0.12,1.14,1.0544,1.3023,-0.2479,78.11,82.77,15.4823,Strong trend; Above VWAP,24.09,High,,587.5,,-
GES,Consumer Cyclical,16.9,-0.03,37.19,51.24,Neutral,0.62,16.916,Neutral,★★☆☆☆ →,-0.09,0.0,-0.12,No,Not expected,Not imminent,1.6,Increasing,0.05,-0.09,0.0009,0.0166,-0.0157,41.07,51.88,12.8247,Above VWAP,16.89,Low,,788.5,,-
GOVT,Unknown,23.12,0.06,37.18,49.38,Neutral,0.26,23.1388,Neutral,★★☆☆☆ →,-0.06,0.0,-0.06,No,Not expected,Not imminent,1.9,Increasing,0.04,-0.06,-0.0105,-0.0044,-0.0062,35.12,34.49,22.45,Above VWAP,23.12,Low,,779.0,,-
REYN,Consumer Cyclical,23.9,-1.36,37.18,46.84,Neutral,2.5,24.1723,Bearish,★★☆☆☆ →,-1.87,0.0,-1.15,No,Not expected,Not imminent,2.0,Decreasing,0.0,-1.87,0.0496,0.1598,-0.1103,26.03,36.51,23.0609,Above VWAP,23.81,Low,,1056.5,,-
CALM,Consumer Defensive,87.57,-0.5,37.13,40.1,Neutral,2.2,89.5121,Bearish,★★☆☆☆ →,-1.44,0.0,-2.17,No,Not expected,Not imminent,2.2,Decreasing,0.01,-1.44,-0.2363,-0.3335,0.0973,48.56,66.36,93.8546,Bullish MACD,87.32,Low,,1005.0,,-
ARMK,Industrials,36.43,1.08,37.13,35.5,Neutral,2.36,37.9938,Bearish,★★☆☆☆ →,-3.34,0.0,-4.12,No,Not expected,Not imminent,2.2,Increasing,0.01,-3.34,-0.4903,-0.318,-0.1723,27.07,31.26,38.0057,Balanced metrics,36.19,Low,,1212.5,,-
BALL,Consumer Cyclical,47.59,0.15,37.11,46.49,Neutral,3.02,47.9213,Neutral,★★☆☆☆ →,-0.5,0.0,-0.69,No,Not expected,Not imminent,1.8,Increasing,0.0,-0.5,-0.2506,-0.2875,0.0369,57.44,53.6,52.212,Bullish MACD; Bullish Stochastic,47.54,Low,,870.5,,-
VMBS,Unknown,46.97,0.05,37.11,49.5,Neutral,0.32,47.0138,Neutral,★★☆☆☆ →,-0.07,0.0,-0.08,No,Not expected,Not imminent,2.1,Increasing,0.05,-0.07,-0.0081,0.0125,-0.0206,35.26,40.01,44.9844,Above VWAP,46.97,Low,,783.5,,-
SPLG,Unknown,78.32,-0.92,37.09,43.64,Neutral,1.25,79.3261,Bearish,★★☆☆☆ →,-2.57,0.0,-1.27,No,Not expected,Not imminent,2.3,Increasing,0.05,-2.57,-0.0769,0.1751,-0.252,30.7,48.58,70.5018,Above VWAP,77.92,Low,,1145.5,,-
BRO,Financial Services,80.95,0.3,37.08,40.48,Neutral,2.07,81.9363,Bearish,★★☆☆☆ →,2.7,0.0,-1.2,No,Not expected,Not imminent,2.1,Decreasing,0.0,2.7,-1.0912,-1.9805,0.8893,66.71,50.52,101.7087,Bullish MACD; Bullish Stochastic,81.39,Low,,463.0,,-
FNDF,Unknown,43.68,-1.22,37.08,45.44,Neutral,1.03,44.1613,Bearish,★★☆☆☆ →,0.33,0.0,-1.08,No,Not expected,Not imminent,2.3,Increasing,0.14,0.33,0.1067,0.2056,-0.0989,42.67,62.33,38.1373,Above VWAP,43.71,Low,,674.5,,-
FNDA,Unknown,29.69,-0.05,37.07,35.56,Neutral,1.47,30.5788,Bearish,★★☆☆☆ →,-2.1,0.0,-2.89,No,Not expected,Not imminent,1.9,Increasing,0.0,-2.1,-0.2491,-0.1214,-0.1278,11.55,18.62,28.4049,Above VWAP,29.57,Low,,1088.5,,-
BCE,Communication Services,23.08,0.17,37.05,48.23,Neutral,2.2,23.1328,Neutral,★★☆☆☆ →,3.54,0.0,-0.23,No,Not expected,Not imminent,1.9,Increasing,0.01,3.54,-0.0821,-0.1234,0.0413,49.59,47.87,22.7302,Bullish MACD; Above VWAP,23.24,Low,,386.0,,-
GE,Industrials,298.07,-0.69,37.05,42.57,Neutral,2.61,304.7281,Bearish,★★☆☆☆ →,-2.02,0.0,-2.18,No,Not expected,Not imminent,2.4,Decreasing,0.05,-2.02,-1.0727,0.7012,-1.7739,27.65,35.04,227.8252,Above VWAP,296.87,Low,,1078.5,,-
MKC,Consumer Defensive,64.41,-0.25,37.05,43.95,Neutral,2.02,65.2631,Bearish,★★☆☆☆ →,0.61,0.0,-1.31,No,Not expected,Not imminent,1.7,Decreasing,0.0,0.61,-0.197,-0.2415,0.0445,44.96,55.22,72.4532,Bullish MACD,64.49,Low,,643.5,,-
ALSN,Consumer Cyclical,79.7,0.54,37.05,39.98,Neutral,3.18,81.708,Bearish,★★☆☆☆ →,0.38,0.0,-2.46,No,Not expected,Not imminent,1.8,Increasing,0.0,0.38,-0.5604,-0.3723,-0.1881,47.72,57.74,94.4026,Balanced metrics,79.76,Low,,666.0,,-
BIV,Unknown,78.04,0.1,37.02,49.79,Neutral,0.28,78.0653,Neutral,★★☆☆☆ →,0.06,0.0,-0.04,No,Not expected,Not imminent,2.1,Increasing,0.04,0.06,-0.0319,-0.0178,-0.0141,37.03,35.76,75.106,Above VWAP,78.04,Low,,741.0,,-
CGDV,Unknown,42.39,-0.35,37.01,46.62,Neutral,1.13,42.6899,Neutral,★★☆☆☆ →,-0.14,0.0,-0.7,No,Not expected,Not imminent,2.3,Increasing,0.14,-0.14,0.0311,0.1274,-0.0962,40.95,53.64,38.1684,Above VWAP,42.38,Low,,802.0,,-
TMO,Healthcare,567.16,-0.0,37.01,56.03,Neutral,2.45,565.4795,Neutral,★★☆☆☆ →,0.34,0.0,0.3,No,Not expected,Not imminent,2.4,Decreasing,0.0,0.34,5.1321,8.2224,-3.0903,41.37,54.05,481.8811,Above VWAP,567.54,Low,,672.0,,-
O,Real Estate,57.23,0.4,37.0,45.5,Neutral,1.5,57.4982,Neutral,★★☆☆☆ →,1.94,0.0,-0.47,No,Not expected,Not imminent,2.0,Decreasing,0.03,1.94,-0.377,-0.505,0.128,34.68,26.01,55.2899,Bullish MACD; Above VWAP,57.45,Low,,519.5,,-
HBAN,Financial Services,15.36,0.42,37.0,40.73,Neutral,2.02,15.6794,Bearish,★★☆☆☆ →,0.62,0.0,-2.01,No,Not expected,Not imminent,1.7,Decreasing,0.02,0.62,-0.081,-0.0967,0.0156,37.5,51.57,15.9385,Bullish MACD,15.38,Low,,641.5,,-
DOC,Real Estate,17.5,1.19,36.98,44.33,Neutral,2.09,17.7187,Bearish,★★☆☆☆ →,0.33,0.0,-1.26,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.33,-0.1728,-0.1756,0.0028,16.42,10.11,18.0013,Bullish MACD,17.51,Low,,674.5,,-
HP,Energy,25.62,-7.22,36.98,50.11,Neutral,5.02,26.0928,Bearish,★★☆☆☆ →,-1.89,0.0,-1.82,No,Not expected,Not imminent,1.8,Increasing,0.0,-1.89,0.4723,0.6872,-0.2149,65.21,71.35,22.0817,Above VWAP,25.52,High,,1059.5,,-
CPT,Real Estate,102.0,-0.15,36.96,48.41,Neutral,1.85,102.1321,Neutral,★★☆☆☆ →,0.59,0.0,-0.13,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.59,0.0363,-0.1714,0.2076,75.1,71.39,110.5931,Bullish MACD; Bullish Stochastic,102.12,Low,,647.0,,-
VFLO,Unknown,37.35,-0.41,36.93,44.23,Neutral,1.44,37.8203,Bearish,★★☆☆☆ →,-0.21,0.0,-1.26,No,Not expected,Not imminent,2.0,Increasing,0.14,-0.21,0.0098,0.0923,-0.0825,30.01,52.04,34.9329,Above VWAP,37.33,Low,,824.0,,-
SLB,Energy,35.45,-0.98,36.92,48.05,Neutral,3.01,35.9585,Bearish,★★☆☆☆ →,-1.85,0.0,-1.41,No,Not expected,Not imminent,1.8,Increasing,0.0,-1.85,0.1514,0.4086,-0.2572,22.02,27.35,36.305,Balanced metrics,35.32,Low,,1053.5,,-
BHP,Basic Materials,53.86,-1.34,36.88,39.95,Neutral,2.16,55.5459,Bearish,★★☆☆☆ →,-1.07,0.0,-3.04,No,Not expected,Not imminent,1.7,Decreasing,0.05,-1.07,-0.3711,-0.1126,-0.2585,14.94,24.48,50.8772,Above VWAP,53.74,Low,,952.5,,-
VNOM,Energy,36.1,-1.39,36.86,44.31,Neutral,3.03,36.8792,Bearish,★★☆☆☆ →,-0.1,0.0,-2.11,No,Not expected,Not imminent,1.5,Increasing,0.0,-0.1,0.0032,0.0547,-0.0515,42.73,52.11,40.0914,Balanced metrics,36.09,Low,,792.0,,-
XLU,Unknown,89.54,-0.02,36.86,51.44,Neutral,1.19,89.4864,Neutral,★★☆☆☆ →,0.8,0.0,0.06,No,Not expected,Not imminent,2.2,Decreasing,0.03,0.8,-0.1247,-0.1243,-0.0004,40.84,31.86,80.708,Above VWAP,89.68,Low,,625.5,,-
JHG,Financial Services,42.34,1.2,36.86,44.94,Neutral,2.52,43.1656,Bearish,★★☆☆☆ →,-1.34,0.0,-1.91,No,Not expected,Not imminent,1.8,Decreasing,0.04,-1.34,-0.1298,0.0478,-0.1777,20.06,22.53,39.4424,Above VWAP,42.23,Low,,990.5,,-
QQQI,Unknown,53.12,-0.98,36.85,38.68,Neutral,1.58,54.3805,Bearish,★★☆☆☆ →,-3.07,0.0,-2.33,No,Not expected,Not imminent,2.5,Increasing,0.05,-3.07,-0.2816,0.003,-0.2847,23.2,31.71,51.1616,Above VWAP,52.79,Low,,1196.0,,-
ABNB,Consumer Cyclical,117.46,-0.12,36.85,34.44,Neutral,2.98,122.1837,Bearish,★★☆☆☆ →,-4.0,0.0,-3.87,No,Not expected,Not imminent,2.0,Increasing,0.0,-4.0,-1.5918,-0.9288,-0.6631,18.57,26.29,129.3666,Balanced metrics,116.52,Low,,1278.5,,-
IWN,Unknown,171.18,0.16,36.84,37.74,Neutral,1.53,175.7854,Bearish,★★☆☆☆ →,-2.1,0.0,-2.62,No,Not expected,Not imminent,1.8,Increasing,0.04,-2.1,-1.4494,-0.7277,-0.7217,14.75,19.66,159.9063,Above VWAP,170.46,Low,,1088.5,,-
MTCH,Communication Services,31.46,-0.38,36.84,37.36,Neutral,2.72,32.5915,Bearish,★★☆☆☆ →,-0.29,0.0,-3.47,No,Not expected,Not imminent,1.9,Increasing,0.01,-0.29,-0.2878,-0.1833,-0.1045,31.46,45.42,32.2016,Balanced metrics,31.44,Low,,837.0,,-
FEZ,Unknown,61.33,-1.41,36.82,40.64,Neutral,1.25,62.6864,Bearish,★★☆☆☆ →,-0.86,0.0,-2.16,No,Not expected,Not imminent,2.2,Increasing,0.14,-0.86,-0.0833,0.1009,-0.1842,31.09,54.72,55.2347,Above VWAP,61.22,Low,,917.0,,-
SILJ,Unknown,22.21,-0.39,36.81,47.49,Neutral,4.61,22.6228,Bearish,★★☆☆☆ →,6.75,0.0,-1.81,No,Not expected,Not imminent,2.1,Decreasing,0.03,6.75,-0.0503,-0.1121,0.0618,52.89,63.22,16.6362,Healthy momentum; Bullish MACD; Above VWAP,22.51,Low,,227.0,,-
IPG,Communication Services,25.03,-0.01,36.8,41.72,Neutral,2.28,25.536,Bearish,★★☆☆☆ →,-0.96,0.0,-1.99,No,Not expected,Not imminent,1.8,Decreasing,0.0,-0.96,-0.3097,-0.3225,0.0129,28.22,25.26,25.7196,Bullish MACD,24.98,Low,,937.0,,-
F,Consumer Cyclical,12.98,0.74,36.73,54.46,Neutral,2.1,12.8894,Neutral,★★☆☆☆ →,2.62,0.0,0.66,No,Not expected,Not imminent,1.9,Decreasing,0.04,2.62,0.1317,0.2099,-0.0782,45.86,55.6,10.3763,Above VWAP,13.04,Low,,470.0,,-
DGRO,Unknown,67.74,-0.14,36.71,45.72,Neutral,0.92,68.1553,Neutral,★★☆☆☆ →,0.29,0.0,-0.62,No,Not expected,Not imminent,2.0,Increasing,0.04,0.29,-0.0139,0.0397,-0.0536,38.82,54.74,62.8948,Above VWAP,67.77,Low,,683.0,,-
EMXC,Unknown,70.51,-0.54,36.69,47.21,Neutral,1.33,71.2736,Bearish,★★☆☆☆ →,-1.36,0.0,-1.07,No,Not expected,Not imminent,2.3,Increasing,0.06,-1.36,-0.0056,0.3248,-0.3304,31.23,41.61,59.3585,Above VWAP,70.32,Low,,992.5,,-
KDP,Consumer Defensive,27.02,0.24,36.69,50.39,Neutral,2.09,26.9287,Neutral,★★☆☆☆ →,2.14,0.0,0.36,No,Not expected,Not imminent,1.9,Decreasing,0.0,2.14,-0.0172,-0.0666,0.0495,45.49,37.25,30.7464,Bullish MACD,27.14,Low,,500.0,,-
EWG,Unknown,39.56,-1.14,36.68,33.77,Neutral,1.33,40.9026,Bearish,★★☆☆☆ →,-1.95,0.0,-3.29,No,Not expected,Not imminent,2.3,Increasing,0.01,-1.95,-0.2961,-0.1766,-0.1195,20.67,42.73,38.9568,Above VWAP,39.4,Low,,1068.0,,-
REG,Real Estate,69.35,0.32,36.67,42.97,Neutral,2.04,70.127,Bearish,★★☆☆☆ →,0.33,0.0,-1.11,No,Not expected,Not imminent,1.6,Increasing,0.0,0.33,-0.3616,-0.3794,0.0178,32.5,35.64,70.7624,Bullish MACD,69.4,Low,,674.5,,-
LKQ,Consumer Cyclical,29.81,-0.28,36.67,43.36,Neutral,3.27,30.5619,Bearish,★★☆☆☆ →,-1.96,0.0,-2.48,No,Not expected,Not imminent,2.4,Increasing,0.0,-1.96,-0.1069,0.0375,-0.1444,13.5,29.33,35.4479,Balanced metrics,29.69,Low,,1069.0,,-
MCHI,Unknown,62.33,-0.72,36.67,40.38,Neutral,1.59,63.8155,Bearish,★★☆☆☆ →,-0.64,0.0,-2.33,No,Not expected,Not imminent,1.9,Increasing,0.02,-0.64,-0.2989,-0.0952,-0.2037,14.37,31.25,54.9053,Above VWAP,62.25,Low,,883.0,,-
NWSA,Communication Services,25.26,-0.86,36.67,36.46,Neutral,2.6,26.297,Bearish,★★☆☆☆ →,-2.09,0.0,-3.94,No,Not expected,Not imminent,1.9,Increasing,0.02,-2.09,-0.2456,-0.1899,-0.0557,37.17,53.69,28.0622,Balanced metrics,25.15,Low,,1086.0,,-
MET,Financial Services,75.25,-0.37,36.65,38.64,Neutral,2.71,77.9856,Bearish,★★☆☆☆ →,-5.3,0.0,-3.51,No,Not expected,Not imminent,1.8,Increasing,0.0,-5.3,-0.5764,-0.333,-0.2433,32.54,55.54,78.4142,Balanced metrics,74.45,Low,,1369.5,,-
BCS,Financial Services,21.11,-0.24,36.65,48.03,Neutral,1.92,21.396,Bearish,★★☆☆☆ →,0.0,0.0,-1.34,No,Not expected,Not imminent,1.9,Decreasing,0.14,0.0,0.1363,0.286,-0.1497,24.68,47.41,16.4453,Above VWAP,,Low,,760.0,,-
LULU,Consumer Cyclical,162.4,-1.07,36.6,40.52,Neutral,3.38,169.0586,Bearish,★★☆☆☆ →,1.08,0.0,-3.94,No,Not expected,Not imminent,2.2,Decreasing,0.0,1.08,-1.6298,-1.255,-0.3748,27.9,34.42,243.3485,Balanced metrics,162.75,Low,,598.0,,-
AMT,Real Estate,180.84,0.21,36.6,44.04,Neutral,2.21,182.773,Bearish,★★☆☆☆ →,0.27,0.0,-1.06,No,Not expected,Not imminent,1.8,Decreasing,0.01,0.27,-0.9018,-1.4434,0.5416,61.57,56.91,199.2743,Bullish MACD; Bullish Stochastic,180.94,Low,,685.5,,-
OMC,Communication Services,72.88,-0.21,36.58,41.03,Neutral,2.34,74.497,Bearish,★★☆☆☆ →,-0.9,0.0,-2.17,No,Not expected,Not imminent,1.8,Decreasing,0.0,-0.9,-0.9569,-1.0025,0.0456,27.22,24.43,77.1794,Bullish MACD,72.75,Low,,927.0,,-
ADI,Technology,230.2,0.11,36.57,43.53,Neutral,2.56,235.1082,Bearish,★★☆☆☆ →,0.36,0.0,-2.09,No,Not expected,Not imminent,2.0,Decreasing,0.01,0.36,-1.3937,-1.2666,-0.1271,42.58,54.83,219.6123,Above VWAP,230.37,Low,,668.0,,-
CADE,Financial Services,37.56,0.86,36.55,48.8,Neutral,2.16,37.8026,Neutral,★★☆☆☆ →,0.89,0.0,-0.64,No,Not expected,Not imminent,1.7,Decreasing,0.02,0.89,0.0996,0.1837,-0.0842,37.86,52.69,34.696,Above VWAP,37.63,Low,,617.0,,-
SCHF,Unknown,23.31,-1.33,36.55,40.9,Neutral,1.06,23.7455,Bearish,★★☆☆☆ →,-0.96,0.0,-1.85,No,Not expected,Not imminent,2.2,Increasing,0.14,-0.96,-0.0196,0.0555,-0.0751,31.75,52.28,20.7963,Above VWAP,23.26,Low,,937.0,,-
HGV,Consumer Cyclical,37.74,-1.51,36.55,32.9,Neutral,3.8,40.7244,Bearish,★★☆☆☆ →,-7.02,0.0,-7.33,No,Not expected,Not imminent,1.9,Decreasing,0.01,-7.02,-1.1587,-0.9249,-0.2338,6.04,8.92,41.1833,Balanced metrics,37.21,Low,,1481.0,,-
BBJP,Unknown,66.83,-1.99,36.54,40.9,Neutral,1.16,68.3843,Bearish,★★☆☆☆ →,-2.21,0.0,-2.27,No,Not expected,Not imminent,1.9,Increasing,0.14,-2.21,-0.0475,0.2408,-0.2883,34.79,48.71,59.7711,Above VWAP,66.53,Low,,1103.0,,-
ETR,Utilities,95.36,-0.19,36.52,51.81,Neutral,1.68,95.3495,Neutral,★★☆☆☆ →,-0.24,0.0,0.01,No,Not expected,Not imminent,1.9,Decreasing,0.03,-0.24,0.0284,0.1907,-0.1623,49.11,50.73,82.883,Above VWAP,95.31,Low,,830.5,,-
HRL,Consumer Defensive,22.32,0.16,36.5,42.86,Neutral,2.03,22.5435,Neutral,★★☆☆☆ →,3.41,0.0,-1.01,No,Not expected,Not imminent,1.8,Decreasing,0.0,3.41,-0.1278,-0.273,0.1452,62.65,57.7,27.4186,Bullish MACD; Bullish Stochastic,22.47,Low,,394.0,,-
EUFN,Unknown,33.46,-1.56,36.5,41.59,Neutral,1.33,34.1776,Bearish,★★☆☆☆ →,-0.3,0.0,-2.1,No,Not expected,Not imminent,2.4,Increasing,0.14,-0.3,0.0695,0.1818,-0.1124,31.68,56.23,29.6321,Above VWAP,33.44,Low,,838.0,,-
HE,Utilities,11.55,-1.07,36.49,49.32,Neutral,2.42,11.5724,Neutral,★★☆☆☆ →,-0.47,0.0,-0.24,No,Not expected,Not imminent,1.6,Increasing,0.01,-0.47,0.0082,0.0091,-0.0009,68.29,64.12,10.6201,Bullish Stochastic; Above VWAP,11.53,Low,,865.5,,-
AJG,Financial Services,260.63,0.51,36.48,42.99,Neutral,2.56,262.3465,Neutral,★★☆☆☆ →,3.55,0.0,-0.65,No,Not expected,Not imminent,2.2,Decreasing,0.01,3.55,-3.261,-6.4868,3.2258,65.32,53.14,301.7374,Bullish MACD; Bullish Stochastic,262.48,Low,,384.5,,-
Z,Communication Services,66.89,-2.25,36.46,31.13,Neutral,3.59,72.2082,Bearish,★★☆☆☆ →,-8.41,0.0,-7.37,No,Not expected,Not imminent,2.3,Decreasing,0.02,-8.41,-1.7184,-1.0591,-0.6594,4.54,7.35,75.6608,Balanced metrics,65.76,Low,,1556.0,,-
TMUS,Communication Services,213.29,-1.18,36.46,44.89,Neutral,2.27,214.5484,Neutral,★★☆☆☆ →,3.39,0.0,-0.59,No,Not expected,Not imminent,2.0,Decreasing,0.0,3.39,-0.8762,-2.827,1.9508,73.11,69.18,237.0036,Bullish MACD; Bullish Stochastic,214.73,Low,,398.5,,-
MLI,Industrials,105.58,0.73,36.43,53.12,Neutral,2.39,105.5821,Neutral,★★☆☆☆ →,-1.57,0.0,-0.0,No,Not expected,Not imminent,2.0,Decreasing,0.14,-1.57,0.5813,1.1941,-0.6129,33.89,50.2,83.444,Above VWAP,105.25,Low,,1021.0,,-
COWZ,Unknown,57.92,0.13,36.41,50.64,Neutral,1.17,57.9815,Neutral,★★☆☆☆ →,1.07,0.0,-0.1,No,Not expected,Not imminent,1.9,Increasing,0.0,1.07,0.1565,0.2111,-0.0546,43.09,57.17,55.2081,Above VWAP,58.05,Low,,602.0,,-
NWS,Communication Services,28.74,-0.62,36.41,37.27,Neutral,2.71,29.8727,Bearish,★★☆☆☆ →,-1.14,0.0,-3.79,No,Not expected,Not imminent,2.1,Increasing,0.01,-1.14,-0.3211,-0.241,-0.0801,21.79,33.6,32.0164,Balanced metrics,28.67,Low,,960.5,,-
KBE,Unknown,55.7,0.92,36.38,39.47,Neutral,1.91,57.0658,Bearish,★★☆☆☆ →,-1.82,0.0,-2.39,No,Not expected,Not imminent,1.8,Increasing,0.02,-1.82,-0.3495,-0.1843,-0.1652,25.01,37.98,55.128,Above VWAP,55.5,Low,,1050.5,,-
KBWB,Unknown,75.33,0.49,36.34,42.1,Neutral,1.99,76.8065,Bearish,★★☆☆☆ →,-1.97,0.0,-1.92,No,Not expected,Not imminent,2.3,Increasing,0.02,-1.97,-0.1704,0.1908,-0.3612,17.39,30.55,69.066,Above VWAP,75.03,Low,,1070.5,,-
H,Consumer Cyclical,147.91,-0.7,36.3,50.47,Neutral,3.39,148.355,Neutral,★★☆☆☆ →,9.22,0.0,-0.3,No,Not expected,Not imminent,2.0,Increasing,0.0,9.22,1.4855,1.5599,-0.0744,63.03,70.38,138.4625,Healthy momentum; Above VWAP,150.64,Low,,161.0,,-
CVX,Energy,152.5,-1.5,36.28,45.01,Neutral,2.03,154.6473,Bearish,★★☆☆☆ →,-0.58,0.0,-1.39,No,Not expected,Not imminent,2.3,Increasing,0.0,-0.58,-0.0007,0.1413,-0.142,42.2,48.59,148.4613,Above VWAP,152.32,Low,,880.5,,-
OLLI,Consumer Defensive,122.71,-0.14,36.27,45.16,Neutral,3.07,124.5791,Bearish,★★☆☆☆ →,-1.03,0.0,-1.5,No,Not expected,Not imminent,1.9,Decreasing,0.01,-1.03,-0.0728,0.0285,-0.1012,32.48,47.95,116.5592,Above VWAP,122.46,Low,,948.0,,-
OZK,Financial Services,42.86,0.5,36.26,31.2,Neutral,2.62,44.9177,Bearish,★★☆☆☆ →,-4.13,0.0,-4.59,No,Not expected,Not imminent,2.1,Increasing,0.01,-4.13,-0.8293,-0.8241,-0.0052,17.4,27.49,45.8388,Balanced metrics,42.5,Low,,1284.0,,-
EWJ,Unknown,80.75,-2.09,36.25,40.23,Neutral,1.19,82.781,Bearish,★★☆☆☆ →,-2.51,0.0,-2.45,No,Not expected,Not imminent,1.9,Increasing,0.14,-2.51,-0.0982,0.2765,-0.3747,33.19,46.42,73.3466,Above VWAP,80.34,Low,,1139.5,,-
MO,Consumer Defensive,58.89,1.31,36.22,41.97,Neutral,2.22,59.4856,Bearish,★★☆☆☆ →,2.76,0.0,-1.0,No,Not expected,Not imminent,2.6,Decreasing,0.02,2.76,-0.8343,-1.2715,0.4372,44.81,30.43,57.1037,Bullish MACD; Above VWAP,59.22,Low,,457.0,,-
USO,Unknown,71.46,0.22,36.2,49.82,Neutral,1.73,71.3549,Neutral,★★☆☆☆ →,-0.65,0.0,0.15,No,Not expected,Not imminent,1.7,Decreasing,0.0,-0.65,-0.0957,-0.0942,-0.0015,48.88,33.81,73.7414,Balanced metrics,71.37,Low,,884.0,,-
BKU,Financial Services,38.76,1.23,36.19,46.67,Neutral,2.78,39.3664,Bearish,★★☆☆☆ →,-3.51,0.0,-1.54,No,Not expected,Not imminent,1.9,Decreasing,0.0,-3.51,-0.0309,0.2805,-0.3114,21.08,32.33,36.381,Above VWAP,38.49,Low,,1228.5,,-
NCNO,Technology,24.47,-1.45,36.18,37.37,Neutral,3.87,25.7344,Bearish,★★☆☆☆ →,-3.68,0.0,-4.91,No,Not expected,Not imminent,1.7,Decreasing,0.0,-3.68,-0.2994,-0.1259,-0.1735,9.96,17.87,28.3112,Balanced metrics,24.29,Low,,1243.0,,-
FNDE,Unknown,36.81,-0.31,36.17,49.38,Neutral,1.06,36.9979,Neutral,★★☆☆☆ →,0.73,0.0,-0.49,No,Not expected,Not imminent,2.2,Increasing,0.14,0.73,0.1063,0.207,-0.1007,41.23,58.33,32.6865,Above VWAP,36.87,Low,,631.0,,-
IAUM,Unknown,40.53,0.61,36.17,52.37,Neutral,1.66,40.4554,Neutral,★★☆☆☆ →,3.22,0.0,0.2,No,Not expected,Not imminent,2.1,Decreasing,0.03,3.22,0.1491,0.1645,-0.0154,47.69,61.57,33.6891,Above VWAP,40.8,Low,,413.5,,-
AMH,Real Estate,31.66,-0.8,36.17,42.33,Neutral,2.03,32.1391,Bearish,★★☆☆☆ →,-1.63,0.0,-1.51,No,Not expected,Not imminent,1.7,Increasing,0.0,-1.63,-0.1814,-0.1993,0.0179,35.99,37.61,34.8417,Bullish MACD,31.55,Low,,1030.5,,-
GLDM,Unknown,80.52,0.66,36.17,52.47,Neutral,1.67,80.3333,Neutral,★★☆☆☆ →,3.28,0.0,0.23,No,Not expected,Not imminent,2.1,Decreasing,0.03,3.28,0.2973,0.3259,-0.0286,47.6,61.35,67.9564,Above VWAP,81.05,Low,,409.0,,-
GLD,Unknown,374.15,0.67,36.16,52.43,Neutral,1.68,373.3087,Neutral,★★☆☆☆ →,3.27,0.0,0.23,No,Not expected,Not imminent,2.2,Decreasing,0.03,3.27,1.3637,1.4998,-0.1361,47.48,61.17,314.5339,Above VWAP,376.6,Low,,410.5,,-
RNG,Technology,25.76,-3.81,36.14,34.36,Neutral,4.01,27.6929,Bearish,★★☆☆☆ →,-6.22,0.0,-6.98,No,Not expected,Not imminent,1.8,Decreasing,0.0,-6.22,-0.5792,-0.3769,-0.2023,9.58,14.81,29.515,Balanced metrics,25.44,Low,,1439.5,,-
IAU,Unknown,76.56,0.59,36.13,52.23,Neutral,1.67,76.4406,Neutral,★★☆☆☆ →,3.17,0.0,0.16,No,Not expected,Not imminent,2.2,Decreasing,0.03,3.17,0.2729,0.3065,-0.0337,47.31,61.27,63.8269,Above VWAP,77.05,Low,,416.5,,-
GM,Consumer Cyclical,67.95,0.06,36.13,53.67,Neutral,2.21,68.1054,Neutral,★★☆☆☆ →,1.62,0.0,-0.23,No,Not expected,Not imminent,1.8,Decreasing,0.17,1.62,0.9293,1.6758,-0.7465,33.39,55.62,52.0397,Above VWAP,68.17,Low,,548.0,,-
FBP,Financial Services,19.67,1.08,36.12,41.4,Neutral,2.2,20.1442,Bearish,★★☆☆☆ →,-0.15,0.0,-2.35,No,Not expected,Not imminent,1.9,Decreasing,0.02,-0.15,-0.1416,-0.1652,0.0236,41.21,58.48,19.87,Bullish MACD,19.66,Low,,805.0,,-
PHG,Healthcare,27.39,-2.1,36.12,42.07,Neutral,2.1,28.2124,Bearish,★★☆☆☆ →,-2.24,0.0,-2.9,No,Not expected,Not imminent,2.1,Decreasing,0.14,-2.24,0.0165,0.1246,-0.1081,42.07,63.53,25.2312,Above VWAP,27.27,Low,,1108.0,,-
