Symbol,Sector,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,Distance to EMA%,Exhaustion,Pullback Window,Breakout Window,Exp Ride Length,Vol Shape,Freshness Index,Rel Momentum,Why This Stock,Future Pred (5d),Risk Indicator,notes,Leadership Rank,Tier,Rank Change
PNFP,Financial Services,84.48,-5.27,46.07,40.29,Neutral,2.78,87.1685,Bearish,★★★☆☆ →,-1.16,0.0,-3.08,No,Not expected,Not imminent,2.0,Increasing,0.0,-1.16,Balanced metrics,84.28,Low,,894.5,,-
PNR,Industrials,101.83,-2.4,45.88,30.07,Neutral,2.43,107.1967,Bearish,★★★☆☆ →,-4.69,0.0,-5.01,No,Not expected,Not imminent,1.8,Decreasing,0.01,-4.69,Balanced metrics,100.87,Low,,1261.0,,-
UBER,Technology,92.11,0.53,45.87,43.63,Neutral,3.29,93.7957,Bearish,★★★☆☆ →,-7.63,0.0,-1.8,No,Not expected,Not imminent,1.9,Increasing,0.02,-7.63,Balanced metrics,90.7,Low,,1433.0,,-
MGM,Consumer Cyclical,31.39,-3.33,45.86,40.16,Neutral,3.37,32.432,Bearish,★★★☆☆ →,-2.3,0.0,-3.21,No,Not expected,Not imminent,2.0,Increasing,0.0,-2.3,Balanced metrics,31.25,Low,,1012.0,,-
LAZ,Financial Services,47.64,-3.7,45.81,39.4,Neutral,3.46,49.6701,Bearish,★★★☆☆ →,-1.43,0.0,-4.09,No,Not expected,Not imminent,1.9,Decreasing,0.0,-1.43,Balanced metrics,47.5,Low,,924.5,,-
ONB,Financial Services,19.78,-4.72,45.79,35.68,Neutral,2.73,20.7253,Bearish,★★★☆☆ →,-3.47,0.0,-4.56,No,Not expected,Not imminent,1.8,Decreasing,0.0,-3.47,Balanced metrics,19.64,Low,,1150.0,,-
CF,Basic Materials,80.69,-5.12,45.72,39.75,Neutral,2.9,83.7822,Bearish,★★★☆☆ →,-3.84,0.0,-3.69,No,Not expected,Not imminent,2.1,Increasing,0.01,-3.84,Balanced metrics,80.07,Low,,1177.5,,-
MKSI,Technology,141.71,-0.72,45.64,49.85,Neutral,5.46,144.1264,Bearish,★★★☆☆ →,-2.58,0.0,-1.68,No,Not expected,Not imminent,2.0,Increasing,0.12,-2.58,Balanced metrics,140.98,High,,1052.5,,-
APH,Technology,132.33,-1.05,45.64,47.02,Neutral,3.39,135.6723,Bearish,★★★☆☆ →,-6.51,0.0,-2.46,No,Not expected,Not imminent,2.2,Decreasing,0.12,-6.51,Balanced metrics,130.61,Low,,1374.0,,-
AMRZ,Basic Materials,48.06,-1.56,45.59,40.61,Neutral,2.83,49.6416,Bearish,★★★☆☆ →,-5.99,0.0,-3.19,No,Not expected,Not imminent,1.3,Increasing,0.01,-5.99,Balanced metrics,47.48,Low,,1343.0,,-
DRVN,Consumer Cyclical,14.08,1.29,45.58,40.21,Neutral,4.37,14.5493,Bearish,★★★☆☆ →,-1.19,0.0,-3.23,No,Not expected,Not imminent,1.7,Increasing,0.01,-1.19,Balanced metrics,14.05,Low,,899.0,,-
UVIX,Unknown,11.08,10.58,45.55,55.68,Neutral,9.16,10.0682,Bullish,★★★☆☆ →,14.23,0.0,10.05,No,Likely soon,Not imminent,1.4,Decreasing,0.0,14.23,Strong trend; Healthy momentum,11.4,High,,69.5,,-
AS,Consumer Cyclical,30.76,1.28,45.51,44.0,Neutral,3.48,31.145,Bearish,★★★☆☆ →,-2.26,0.0,-1.24,No,Not expected,Not imminent,2.0,Increasing,0.01,-2.26,Balanced metrics,30.62,Low,,1009.0,,-
PVH,Consumer Cyclical,76.08,-2.15,45.48,41.07,Neutral,3.45,78.9711,Bearish,★★★☆☆ →,-0.78,0.0,-3.66,No,Not expected,Not imminent,1.8,Increasing,0.0,-0.78,Balanced metrics,75.96,Low,,843.0,,-
BIZD,Unknown,13.86,-1.91,45.44,37.45,Neutral,1.7,14.2129,Bearish,★★★☆☆ →,-3.55,0.0,-2.48,No,Not expected,Not imminent,2.0,Increasing,0.0,-3.55,Balanced metrics,13.76,Low,,1156.5,,-
SPMD,Unknown,55.21,-1.88,45.43,36.82,Neutral,1.54,56.749,Bearish,★★★☆☆ →,-2.95,0.0,-2.71,No,Not expected,Not imminent,1.7,Increasing,0.0,-2.95,Balanced metrics,54.88,Low,,1095.5,,-
IR,Industrials,73.67,-2.39,45.39,33.71,Neutral,3.05,77.3169,Bearish,★★★☆☆ →,-3.04,0.0,-4.72,No,Not expected,Not imminent,1.9,Decreasing,0.0,-3.04,Balanced metrics,73.22,Low,,1102.0,,-
CZR,Consumer Cyclical,20.61,4.2,45.36,45.95,Neutral,5.96,20.6755,Neutral,★★★☆☆ →,0.78,0.0,-0.32,No,Not expected,Not imminent,1.8,Increasing,0.0,0.78,Balanced metrics,20.64,High,,558.0,,-
PPTA,Basic Materials,22.62,4.82,45.33,49.22,Neutral,7.66,22.8369,Neutral,★★★☆☆ →,-0.13,0.0,-0.95,No,Not expected,Not imminent,1.9,Decreasing,0.03,-0.13,Balanced metrics,22.61,High,,740.0,,-
CQQQ,Unknown,52.66,-1.02,45.3,36.36,Neutral,1.99,55.2632,Bearish,★★★☆☆ →,-5.59,0.0,-4.71,No,Not expected,Not imminent,2.1,Decreasing,0.02,-5.59,Balanced metrics,52.07,Low,,1321.5,,-
HIW,Real Estate,27.8,-4.6,45.29,32.83,Neutral,2.43,29.1283,Bearish,★★★☆☆ →,-2.56,0.0,-4.56,No,Not expected,Not imminent,2.0,Increasing,0.02,-2.56,Balanced metrics,27.66,Low,,1044.5,,-
SPYG,Unknown,104.01,-0.76,45.13,42.69,Neutral,1.74,105.9498,Bearish,★★★☆☆ →,-4.23,0.0,-1.83,No,Not expected,Not imminent,2.2,Increasing,0.05,-4.23,Balanced metrics,103.13,Low,,1211.0,,-
SCHG,Unknown,31.98,-0.87,45.08,42.67,Neutral,1.77,32.6029,Bearish,★★★☆☆ →,-4.59,0.0,-1.91,No,Not expected,Not imminent,2.2,Increasing,0.05,-4.59,Balanced metrics,31.69,Low,,1249.5,,-
IVW,Unknown,120.07,-0.8,45.07,42.52,Neutral,1.74,122.3465,Bearish,★★★☆☆ →,-4.24,0.0,-1.86,No,Not expected,Not imminent,2.1,Increasing,0.05,-4.24,Balanced metrics,119.05,Low,,1213.5,,-
KRC,Real Estate,40.4,-1.1,44.95,38.95,Neutral,2.71,41.6967,Bearish,★★★☆☆ →,-4.4,0.0,-3.11,No,Not expected,Not imminent,2.3,Increasing,0.02,-4.4,Balanced metrics,40.04,Low,,1229.5,,-
NSA,Real Estate,28.78,-2.11,44.94,38.65,Neutral,3.03,30.0079,Bearish,★★★☆☆ →,-1.13,0.0,-4.09,No,Not expected,Not imminent,1.7,Increasing,0.0,-1.13,Balanced metrics,28.71,Low,,890.5,,-
XLK,Unknown,283.64,-1.57,44.92,42.78,Neutral,2.19,290.8475,Bearish,★★★☆☆ →,-6.05,0.0,-2.48,No,Not expected,Not imminent,2.3,Increasing,0.05,-6.05,Balanced metrics,280.21,Low,,1349.0,,-
TECH,Healthcare,58.61,-1.3,44.84,45.28,Neutral,4.25,60.1451,Bearish,★★★☆☆ →,-4.33,0.0,-2.55,No,Not expected,Not imminent,1.8,Increasing,0.0,-4.33,Balanced metrics,58.1,Low,,1224.5,,-
ELAN,Healthcare,21.42,1.56,44.81,49.31,Neutral,4.01,21.7077,Bearish,★★★☆☆ →,-6.26,0.0,-1.33,No,Not expected,Not imminent,2.0,Increasing,0.14,-6.26,Balanced metrics,21.15,Low,,1362.0,,-
DAN,Consumer Cyclical,20.05,-3.65,44.58,45.79,Neutral,4.19,20.6437,Bearish,★★★☆☆ →,-2.21,0.0,-2.88,No,Not expected,Not imminent,2.3,Increasing,0.17,-2.21,Balanced metrics,19.96,Low,,1000.5,,-
XP,Financial Services,18.1,-3.0,44.55,48.87,Neutral,3.31,18.3344,Bearish,★★★☆☆ →,-1.36,0.0,-1.28,No,Not expected,Not imminent,2.1,Increasing,0.01,-1.36,Balanced metrics,18.05,Low,,917.0,,-
ALKT,Technology,20.4,-0.39,44.46,40.33,Neutral,5.47,21.0463,Bearish,★★★☆☆ →,0.99,0.0,-3.07,No,Not expected,Not imminent,1.7,Increasing,0.0,0.99,Balanced metrics,20.44,High,,542.0,,-
ALLY,Financial Services,37.71,-4.02,44.43,39.33,Neutral,3.16,39.407,Bearish,★★★☆☆ →,-4.24,0.0,-4.31,No,Not expected,Not imminent,2.4,Decreasing,0.02,-4.24,Balanced metrics,37.39,Low,,1213.5,,-
ARCC,Financial Services,19.68,-2.62,44.39,39.11,Neutral,1.94,20.1788,Bearish,★★★☆☆ →,-3.58,0.0,-2.47,No,Not expected,Not imminent,2.3,Increasing,0.01,-3.58,Balanced metrics,19.54,Low,,1160.0,,-
KBWB,Unknown,74.96,-2.65,44.33,39.84,Neutral,2.02,76.9621,Bearish,★★★☆☆ →,-2.57,0.0,-2.6,No,Not expected,Not imminent,2.3,Increasing,0.02,-2.57,Balanced metrics,74.57,Low,,1048.0,,-
TXN,Technology,154.99,-2.72,44.29,32.38,Neutral,2.84,163.5562,Bearish,★★★☆☆ →,-4.01,0.0,-5.24,No,Not expected,Not imminent,2.1,Decreasing,0.01,-4.01,Balanced metrics,153.75,Low,,1197.0,,-
GFI,Basic Materials,39.31,-3.7,44.21,47.86,Neutral,5.06,40.162,Bearish,★★★☆☆ →,3.45,0.0,-2.12,No,Not expected,Not imminent,2.1,Decreasing,0.03,3.45,Balanced metrics,39.58,High,,343.0,,-
ESTC,Technology,87.44,-3.73,44.2,48.02,Neutral,4.11,88.949,Bearish,★★★☆☆ →,-3.63,0.0,-1.7,No,Not expected,Not imminent,1.9,Increasing,0.0,-3.63,Balanced metrics,86.81,Low,,1163.0,,-
APO,Financial Services,124.34,-4.79,44.12,43.78,Neutral,4.23,128.6046,Bearish,★★★☆☆ →,0.31,0.0,-3.32,No,Not expected,Not imminent,2.0,Increasing,0.0,0.31,Balanced metrics,124.42,Low,,608.5,,-
BRSL,Consumer Cyclical,16.2,-1.76,44.06,38.19,Neutral,2.98,16.6672,Bearish,★★★☆☆ →,-2.17,0.0,-2.8,No,Not expected,Not imminent,2.1,Increasing,0.02,-2.17,Balanced metrics,16.13,Low,,996.5,,-
ALGN,Healthcare,132.61,-3.3,44.04,45.02,Neutral,4.34,136.305,Bearish,★★★☆☆ →,-4.27,0.0,-2.71,No,Not expected,Not imminent,2.3,Increasing,0.0,-4.27,Balanced metrics,131.48,Low,,1217.5,,-
FERG,Industrials,235.69,-2.93,44.01,41.29,Neutral,2.57,244.779,Bearish,★★★☆☆ →,-4.79,0.0,-3.71,No,Not expected,Not imminent,1.9,Increasing,0.14,-4.79,Balanced metrics,233.43,Low,,1268.5,,-
XIFR,Utilities,9.37,-0.21,43.97,41.43,Neutral,3.7,9.6956,Bearish,★★★☆☆ →,-4.49,0.0,-3.36,No,Not expected,Not imminent,1.6,Increasing,0.0,-4.49,Balanced metrics,9.29,Low,,1239.0,,-
BANC,Financial Services,16.2,-5.04,43.9,39.37,Neutral,2.91,16.9634,Bearish,★★★☆☆ →,-4.31,0.0,-4.5,No,Not expected,Not imminent,1.9,Decreasing,0.02,-4.31,Balanced metrics,16.06,Low,,1221.5,,-
WH,Consumer Cyclical,70.0,-2.89,43.89,30.08,Neutral,2.84,73.931,Bearish,★★★☆☆ →,-5.72,0.0,-5.32,No,Not expected,Not imminent,2.0,Decreasing,0.0,-5.72,Balanced metrics,69.2,Low,,1330.5,,-
RYN,Real Estate,21.48,-1.42,43.88,33.05,Neutral,2.76,22.5257,Bearish,★★★☆☆ →,-1.38,0.0,-4.64,No,Not expected,Not imminent,1.5,Increasing,0.0,-1.38,Balanced metrics,21.42,Low,,918.5,,-
GRAL,Healthcare,84.94,6.67,43.88,55.81,Neutral,9.69,81.6841,Bullish,★★★☆☆ →,-5.42,0.0,3.99,No,Not expected,Not imminent,1.9,Decreasing,0.06,-5.42,Strong trend,84.02,High,,1312.5,,-
TT,Industrials,413.78,-1.05,43.85,40.93,Neutral,3.46,425.2997,Bearish,★★★☆☆ →,-7.29,0.0,-2.71,No,Not expected,Not imminent,2.1,Increasing,0.01,-7.29,Balanced metrics,407.75,Low,,1413.5,,-
XYL,Industrials,140.99,-1.22,43.81,31.31,Neutral,2.01,147.7871,Bearish,★★★☆☆ →,-5.43,0.0,-4.6,No,Not expected,Not imminent,2.1,Increasing,0.05,-5.43,Balanced metrics,139.46,Low,,1314.5,,-
HMC,Consumer Cyclical,29.0,-3.56,43.81,33.7,Neutral,1.91,30.3961,Bearish,★★★☆☆ →,-5.14,0.0,-4.59,No,Not expected,Not imminent,1.8,Increasing,0.01,-5.14,Balanced metrics,28.7,Low,,1289.0,,-
SPMO,Unknown,116.48,-1.15,43.69,36.72,Neutral,1.78,119.7104,Bearish,★★★☆☆ →,-4.25,0.0,-2.7,No,Not expected,Not imminent,2.0,Increasing,0.05,-4.25,Balanced metrics,115.49,Low,,1216.0,,-
PWR,Industrials,426.87,-0.57,43.45,45.36,Neutral,3.98,437.8107,Bearish,★★★☆☆ →,-5.31,0.0,-2.5,No,Not expected,Not imminent,2.2,Decreasing,0.05,-5.31,Balanced metrics,422.34,Low,,1301.0,,-
SMH,Unknown,340.3,-1.36,43.44,45.36,Neutral,3.15,349.4927,Bearish,★★★☆☆ →,-7.05,0.0,-2.63,No,Not expected,Not imminent,2.2,Increasing,0.05,-7.05,Balanced metrics,335.5,Low,,1399.5,,-
PCOR,Technology,72.61,-3.82,43.37,45.67,Neutral,4.53,74.8957,Bearish,★★★☆☆ →,-2.14,0.0,-3.05,No,Not expected,Not imminent,2.0,Increasing,0.0,-2.14,Balanced metrics,72.3,Low,,992.5,,-
JETS,Unknown,23.99,-3.54,43.34,41.7,Neutral,2.88,24.9059,Bearish,★★★☆☆ →,-3.31,0.0,-3.68,No,Not expected,Not imminent,1.9,Increasing,0.0,-3.31,Balanced metrics,23.83,Low,,1134.0,,-
MTH,Consumer Cyclical,64.56,-3.27,43.32,36.23,Neutral,3.33,67.7309,Bearish,★★★☆☆ →,-1.84,0.0,-4.68,No,Not expected,Not imminent,1.7,Decreasing,0.0,-1.84,Balanced metrics,64.32,Low,,963.0,,-
PII,Consumer Cyclical,62.63,-2.78,43.28,43.48,Neutral,3.74,65.1008,Bearish,★★★☆☆ →,-4.6,0.0,-3.8,No,Not expected,Not imminent,1.9,Decreasing,0.05,-4.6,Balanced metrics,62.05,Low,,1251.0,,-
AVGO,Technology,342.65,0.06,43.21,45.36,Neutral,4.16,351.7877,Bearish,★★★☆☆ →,-5.49,0.0,-2.6,No,Not expected,Not imminent,2.1,Increasing,0.05,-5.49,Balanced metrics,338.89,Low,,1316.0,,-
WHR,Consumer Cyclical,68.2,-2.96,43.19,41.41,Neutral,3.67,70.3218,Bearish,★★★☆☆ →,-3.86,0.0,-3.02,No,Not expected,Not imminent,2.2,Decreasing,0.0,-3.86,Balanced metrics,67.67,Low,,1181.5,,-
NTRS,Financial Services,122.72,-3.67,43.18,36.33,Neutral,2.52,128.1338,Bearish,★★★☆☆ →,-3.88,0.0,-4.23,No,Not expected,Not imminent,2.0,Decreasing,0.02,-3.88,Balanced metrics,121.77,Low,,1184.0,,-
BTSG,Healthcare,31.36,-2.0,43.16,47.08,Neutral,4.12,32.258,Bearish,★★★☆☆ →,-6.36,0.0,-2.78,No,Not expected,Not imminent,2.4,Decreasing,0.05,-6.36,Balanced metrics,30.96,Low,,1366.0,,-
SSRM,Basic Materials,21.29,0.09,43.13,46.51,Neutral,5.72,21.657,Bearish,★★★☆☆ →,-6.99,0.0,-1.69,No,Not expected,Not imminent,2.2,Decreasing,0.03,-6.99,Balanced metrics,20.99,High,,1393.0,,-
CSX,Industrials,34.01,-2.55,43.11,36.11,Neutral,1.84,35.2414,Bearish,★★★☆☆ →,-5.08,0.0,-3.49,No,Not expected,Not imminent,1.8,Decreasing,0.03,-5.08,Balanced metrics,33.66,Low,,1285.0,,-
VFC,Consumer Cyclical,14.25,-4.81,42.99,45.76,Neutral,4.87,14.726,Bearish,★★★☆☆ →,0.56,0.0,-3.23,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.56,Balanced metrics,14.27,Low,,576.5,,-
KBR,Industrials,40.58,-3.54,42.96,33.97,Neutral,3.29,42.7761,Bearish,★★★☆☆ →,-2.57,0.0,-5.13,No,Not expected,Not imminent,1.6,Decreasing,0.0,-2.57,Balanced metrics,40.37,Low,,1048.0,,-
VIK,Consumer Cyclical,57.26,-3.46,42.83,40.0,Neutral,3.33,59.406,Bearish,★★★☆☆ →,-5.26,0.0,-3.61,No,Not expected,Not imminent,2.0,Increasing,0.01,-5.26,Balanced metrics,56.66,Low,,1296.0,,-
MRNA,Healthcare,24.76,-0.04,42.82,45.55,Neutral,6.78,25.5272,Bearish,★★★☆☆ →,-0.6,0.0,-3.01,No,Not expected,Not imminent,1.8,Increasing,0.0,-0.6,Balanced metrics,24.73,High,,822.0,,-
TECK,Basic Materials,40.4,-1.73,42.82,42.42,Neutral,3.45,42.1072,Bearish,★★★☆☆ →,-5.36,0.0,-4.05,No,Not expected,Not imminent,1.8,Decreasing,0.0,-5.36,Balanced metrics,39.97,Low,,1305.5,,-
CDNS,Technology,311.29,-1.16,42.64,32.51,Neutral,2.75,326.8805,Bearish,★★★☆☆ →,-7.19,0.0,-4.77,No,Not expected,Not imminent,2.1,Decreasing,0.02,-7.19,Balanced metrics,306.81,Low,,1404.0,,-
BV,Industrials,11.82,-2.96,42.49,35.03,Neutral,2.82,12.3961,Bearish,★★★☆☆ →,-3.35,0.0,-4.65,No,Not expected,Not imminent,2.0,Increasing,0.0,-3.35,Balanced metrics,11.74,Low,,1142.0,,-
FLG,Financial Services,10.72,-3.94,42.43,36.79,Neutral,3.25,11.2067,Bearish,★★★☆☆ →,-5.05,0.0,-4.34,No,Not expected,Not imminent,1.8,Decreasing,0.0,-5.05,Balanced metrics,10.61,Low,,1282.5,,-
VECO,Technology,28.54,-2.19,42.38,44.51,Neutral,4.63,29.4603,Bearish,★★★☆☆ →,-3.25,0.0,-3.12,No,Not expected,Not imminent,1.9,Increasing,0.02,-3.25,Balanced metrics,28.35,Low,,1126.0,,-
STM,Technology,22.74,-2.57,42.37,31.02,Neutral,2.79,24.6568,Bearish,★★★☆☆ →,-6.8,0.0,-7.77,No,Not expected,Not imminent,1.9,Decreasing,0.01,-6.8,Balanced metrics,22.43,Low,,1384.0,,-
FRPT,Consumer Defensive,52.74,-1.31,42.31,46.26,Neutral,5.14,54.1064,Bearish,★★★☆☆ →,-6.24,0.0,-2.53,No,Not expected,Not imminent,1.6,Decreasing,0.0,-6.24,Balanced metrics,52.08,High,,1360.5,,-
CUBE,Real Estate,36.03,-1.61,42.27,30.67,Neutral,2.86,38.1065,Bearish,★★★☆☆ →,-2.62,0.0,-5.45,No,Not expected,Not imminent,2.0,Increasing,0.0,-2.62,Balanced metrics,35.84,Low,,1057.0,,-
RIVN,Consumer Cyclical,14.87,-1.59,42.26,51.28,Neutral,8.41,14.9043,Neutral,★★★☆☆ →,12.74,0.0,-0.23,No,Not expected,Not imminent,2.2,Increasing,0.14,12.74,Healthy momentum,15.25,High,,84.5,,-
ZWS,Industrials,44.85,-2.67,42.25,37.86,Neutral,3.09,46.7839,Bearish,★★★☆☆ →,-4.66,0.0,-4.13,No,Not expected,Not imminent,2.0,Increasing,0.08,-4.66,Balanced metrics,44.43,Low,,1256.5,,-
CYBR,Technology,482.5,-1.11,42.25,39.2,Neutral,2.57,501.1815,Bearish,★★★☆☆ →,-7.03,0.0,-3.73,No,Not expected,Not imminent,1.9,Increasing,0.05,-7.03,Balanced metrics,475.72,Low,,1396.0,,-
AMD,Technology,240.52,-2.55,42.25,51.98,Neutral,5.91,241.7905,Neutral,★★★☆☆ →,-7.37,0.0,-0.53,No,Not expected,Not imminent,2.0,Increasing,0.05,-7.37,Balanced metrics,236.97,High,,1417.0,,-
NVST,Healthcare,19.11,-1.49,42.23,36.8,Neutral,3.72,19.8916,Bearish,★★★☆☆ →,-4.88,0.0,-3.93,No,Not expected,Not imminent,1.9,Increasing,0.0,-4.88,Balanced metrics,18.92,Low,,1274.0,,-
BTU,Energy,28.43,-1.52,42.09,48.54,Neutral,6.24,29.067,Bearish,★★★☆☆ →,-4.81,0.0,-2.19,No,Not expected,Not imminent,1.9,Increasing,0.03,-4.81,Balanced metrics,28.16,High,,1270.5,,-
GRNY,Unknown,24.28,-1.46,42.04,36.56,Neutral,2.13,25.2484,Bearish,★★★☆☆ →,-6.83,0.0,-3.84,No,Not expected,Not imminent,2.0,Increasing,0.05,-6.83,Balanced metrics,23.95,Low,,1386.0,,-
GLOB,Technology,58.88,-3.59,42.03,45.53,Neutral,4.98,60.661,Bearish,★★★☆☆ →,-3.11,0.0,-2.94,No,Not expected,Not imminent,1.6,Increasing,0.0,-3.11,Balanced metrics,58.51,Low,,1111.5,,-
SGHC,Consumer Cyclical,12.08,-1.39,41.88,49.25,Neutral,5.24,12.0898,Neutral,★★★☆☆ →,14.39,0.0,-0.08,No,Not expected,Not imminent,2.0,Increasing,0.02,14.39,Healthy momentum,12.43,High,,66.0,,-
BAH,Industrials,81.66,-1.51,41.85,30.8,Neutral,3.04,87.3321,Bearish,★★★☆☆ →,-3.86,0.0,-6.49,No,Not expected,Not imminent,1.8,Decreasing,0.0,-3.86,Balanced metrics,81.03,Low,,1181.5,,-
PK,Real Estate,10.14,-2.97,41.81,38.59,Neutral,3.78,10.5934,Bearish,★★★☆☆ →,-0.78,0.0,-4.28,No,Not expected,Not imminent,1.7,Increasing,0.0,-0.78,Balanced metrics,10.12,Low,,843.0,,-
TSM,Technology,282.01,-0.99,41.76,43.46,Neutral,3.15,290.7734,Bearish,★★★☆☆ →,-7.5,0.0,-3.01,No,Not expected,Not imminent,2.2,Increasing,0.05,-7.5,Balanced metrics,277.78,Low,,1423.5,,-
AIQ,Unknown,49.5,-1.3,41.76,41.18,Neutral,2.36,51.1511,Bearish,★★★☆☆ →,-7.58,0.0,-3.23,No,Not expected,Not imminent,2.3,Increasing,0.07,-7.58,Balanced metrics,48.75,Low,,1429.5,,-
DVA,Healthcare,117.27,-3.52,41.74,35.04,Neutral,3.32,123.0502,Bearish,★★★☆☆ →,-1.5,0.0,-4.7,No,Not expected,Not imminent,1.9,Increasing,0.0,-1.5,Balanced metrics,116.92,Low,,935.0,,-
CRI,Consumer Cyclical,30.54,-5.94,41.63,46.21,Neutral,4.94,31.6234,Bearish,★★★☆☆ →,0.56,0.0,-3.43,No,Not expected,Not imminent,1.8,Decreasing,0.0,0.56,Balanced metrics,30.57,Low,,576.5,,-
KC,Technology,12.2,8.93,41.56,46.03,Neutral,4.48,12.2618,Neutral,★★★☆☆ →,-3.25,0.0,-0.5,No,Not expected,Not imminent,1.6,Decreasing,0.0,-3.25,Balanced metrics,12.12,Low,,1126.0,,-
NVDY,Unknown,15.17,-1.56,41.55,46.28,Neutral,3.65,15.4822,Bearish,★★★☆☆ →,-8.35,0.0,-2.02,No,Not expected,Not imminent,2.2,Increasing,0.07,-8.35,Balanced metrics,14.92,Low,,1467.0,,-
RSI,Consumer Cyclical,16.84,-2.32,41.49,37.59,Neutral,3.87,17.6694,Bearish,★★★☆☆ →,-0.53,0.0,-4.69,No,Not expected,Not imminent,2.2,Decreasing,0.02,-0.53,Balanced metrics,16.82,Low,,804.0,,-
SCS,Consumer Cyclical,15.51,-1.21,41.44,28.65,Oversold,1.69,15.9733,Bearish,★★★☆☆ ↑,-2.08,0.0,-2.9,No,Not expected,Not imminent,1.7,Decreasing,0.01,-2.08,Balanced metrics,15.45,Low,,987.0,,-
GDDY,Technology,125.19,-3.48,41.39,33.21,Neutral,3.03,131.5035,Bearish,★★★☆☆ →,-7.28,0.0,-4.8,No,Not expected,Not imminent,2.1,Decreasing,0.0,-7.28,Balanced metrics,123.37,Low,,1411.0,,-
WAL,Financial Services,73.86,-5.5,41.15,37.11,Neutral,3.3,78.1531,Bearish,★★★☆☆ →,-3.46,0.0,-5.49,No,Not expected,Not imminent,1.8,Decreasing,0.0,-3.46,Balanced metrics,73.35,Low,,1149.0,,-
LYB,Basic Materials,43.56,-3.84,41.01,41.49,Neutral,3.97,45.1126,Bearish,★★★☆☆ →,-5.86,0.0,-3.44,No,Not expected,Not imminent,1.7,Increasing,0.0,-5.86,Balanced metrics,43.05,Low,,1336.5,,-
TER,Technology,167.44,-1.49,40.9,53.56,Neutral,6.21,167.7058,Neutral,★★★☆☆ →,-8.54,0.0,-0.16,No,Not expected,Not imminent,2.2,Increasing,0.08,-8.54,Balanced metrics,164.58,High,,1477.5,,-
DECK,Consumer Cyclical,80.72,-2.54,40.9,36.59,Neutral,3.58,85.9714,Bearish,★★★☆☆ →,-0.49,0.0,-6.11,No,Not expected,Not imminent,2.3,Decreasing,0.0,-0.49,Balanced metrics,80.64,Low,,793.5,,-
AMPL,Technology,9.96,-7.18,40.88,44.83,Neutral,5.72,10.3127,Bearish,★★★☆☆ →,0.3,0.0,-3.42,No,Not expected,Not imminent,1.6,Increasing,0.0,0.3,Balanced metrics,9.97,High,,610.5,,-
KMB,Consumer Defensive,103.66,-0.35,40.88,31.77,Neutral,3.77,108.8398,Bearish,★★★☆☆ →,1.36,0.0,-4.76,No,Not expected,Not imminent,2.1,Increasing,0.0,1.36,Balanced metrics,103.94,Low,,502.0,,-
AMTM,Industrials,21.49,-2.63,40.74,39.18,Neutral,3.8,22.4433,Bearish,★★★☆☆ →,-3.2,0.0,-4.25,No,Not expected,Not imminent,1.8,Increasing,0.01,-3.2,Balanced metrics,21.35,Low,,1121.5,,-
EMR,Industrials,126.93,-0.51,40.73,40.0,Neutral,3.04,130.9535,Bearish,★★★☆☆ →,-8.96,0.0,-3.07,No,Not expected,Not imminent,2.2,Increasing,0.01,-8.96,Balanced metrics,124.66,Low,,1498.0,,-
SCCO,Basic Materials,127.05,-2.79,40.64,45.23,Neutral,3.63,131.9048,Bearish,★★★☆☆ →,-6.79,0.0,-3.68,No,Not expected,Not imminent,2.0,Decreasing,0.05,-6.79,Balanced metrics,125.32,Low,,1383.0,,-
QCOM,Technology,166.75,-4.16,40.56,43.99,Neutral,3.68,172.9057,Bearish,★★★☆☆ →,-7.73,0.0,-3.56,No,Not expected,Not imminent,2.1,Decreasing,0.05,-7.73,Balanced metrics,164.17,Low,,1438.5,,-
GGAL,Financial Services,51.46,-2.56,40.5,57.32,Neutral,6.11,50.4996,Bullish,★★★☆☆ →,-15.35,0.0,1.9,No,Not expected,Not imminent,1.8,Decreasing,0.0,-15.35,Balanced metrics,49.88,High,,1663.0,,-
ABNB,Consumer Cyclical,117.6,-3.62,40.46,34.71,Neutral,3.03,122.6809,Bearish,★★★☆☆ →,-7.26,0.0,-4.14,No,Not expected,Not imminent,2.0,Increasing,0.0,-7.26,Balanced metrics,115.89,Low,,1407.5,,-
DLR,Real Estate,157.7,-0.3,40.43,31.54,Neutral,2.68,167.0106,Bearish,★★★☆☆ →,-8.29,0.0,-5.57,No,Not expected,Not imminent,1.7,Decreasing,0.0,-8.29,Balanced metrics,155.09,Low,,1463.0,,-
CROX,Consumer Cyclical,77.15,5.12,40.39,44.82,Neutral,4.71,78.6087,Bearish,★★★☆☆ →,-4.94,0.0,-1.86,No,Not expected,Not imminent,1.5,Increasing,0.01,-4.94,Balanced metrics,76.39,Low,,1276.0,,-
FIVE,Consumer Cyclical,147.72,0.46,40.37,42.43,Neutral,4.26,152.2978,Bearish,★★★☆☆ →,-6.77,0.0,-3.01,No,Not expected,Not imminent,1.8,Increasing,0.05,-6.77,Balanced metrics,145.72,Low,,1381.5,,-
