Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
SNCY,12.29,-0.73,65.74,52.87,Neutral,5.24,12.1312,Bullish,★★★★☆ →,3.02,0.0,
CAH,205.37,-0.33,65.67,85.51,Overbought,3.21,188.2626,Bullish,★★★★☆ ↓,7.96,0.0,
MH,15.87,0.89,65.55,75.22,Overbought,5.49,12.8738,Bullish,★★★★☆ ↓,45.6,0.0,
BNDX,49.46,-0.26,65.5,41.49,Neutral,0.17,49.6199,Neutral,★★★★☆ →,-0.48,0.0,
IGLB,50.67,-0.43,65.46,38.02,Neutral,0.62,51.2875,Bearish,★★★★☆ →,-0.59,0.0,
HWM,203.29,0.99,65.44,54.52,Neutral,2.95,202.1871,Neutral,★★★★☆ →,-1.61,0.0,
SPLB,22.7,0.0,65.44,38.41,Neutral,0.64,22.9578,Bearish,★★★★☆ →,-0.83,0.0,
VCLT,76.31,0.1,65.39,38.85,Neutral,0.64,77.1218,Bearish,★★★★☆ →,-0.75,0.0,
RVMD,67.38,-0.55,65.36,79.72,Overbought,3.58,60.2887,Bullish,★★★★☆ ↓,15.04,0.0,
CWEN,35.99,1.15,65.26,77.66,Overbought,2.61,33.6832,Bullish,★★★★☆ ↓,10.74,0.0,
LTM,46.68,4.97,65.26,60.84,Neutral,2.51,44.741,Bullish,★★★★☆ →,7.46,0.0,
WDS,17.31,-0.2,65.26,67.13,Neutral,1.58,16.542,Bullish,★★★★☆ →,6.43,0.0,
ORI,44.31,-0.1,65.25,70.7,Overbought,1.86,41.8428,Bullish,★★★★☆ ↓,10.57,0.0,
APD,259.34,-1.4,65.2,52.04,Neutral,2.59,256.3119,Bullish,★★★★☆ →,8.35,0.0,
SPBO,29.36,0.03,65.19,41.79,Neutral,0.34,29.4843,Neutral,★★★★☆ →,-0.21,0.0,
BDX,193.04,0.0,65.19,63.92,Neutral,2.62,185.5527,Bullish,★★★★☆ →,8.88,0.0,
PDI,18.05,0.12,65.18,37.95,Neutral,0.97,18.2596,Bearish,★★★★☆ →,-0.32,0.0,
NTR,58.78,-0.99,65.17,55.35,Neutral,2.54,57.6314,Bullish,★★★★☆ →,9.58,0.0,
FRSH,12.11,1.68,65.09,63.73,Neutral,3.44,11.4385,Bullish,★★★★☆ →,8.32,0.0,
OUT,22.05,-0.16,65.06,80.63,Overbought,3.35,19.5617,Bullish,★★★★☆ ↓,25.76,0.0,
EXEL,41.65,-1.65,65.04,57.24,Neutral,3.56,40.4306,Bullish,★★★★☆ →,9.43,0.0,
USIG,51.79,0.04,65.03,42.19,Neutral,0.31,51.9899,Neutral,★★★★☆ →,-0.23,0.0,
CPRI,21.7,0.37,65.03,52.28,Neutral,4.63,21.5376,Neutral,★★★★☆ →,4.73,0.0,
CALF,43.46,-0.39,65.02,50.48,Neutral,1.46,43.4595,Neutral,★★★★☆ →,0.17,0.0,
HESM,33.34,0.69,64.97,48.39,Neutral,2.21,33.3307,Neutral,★★★★☆ →,-1.07,0.0,
INVA,22.25,0.23,64.96,81.04,Overbought,3.37,19.8202,Bullish,★★★★☆ ↓,22.86,0.0,
SMST,63.68,0.87,64.92,77.76,Overbought,8.28,45.6011,Bullish,★★★★☆ ↓,47.13,0.0,
CRK,25.3,1.08,64.86,77.97,Overbought,5.49,21.6185,Bullish,★★★★☆ ↓,31.57,0.0,
SIRI,21.68,0.81,64.81,49.55,Neutral,3.18,21.669,Neutral,★★★★☆ →,0.58,0.0,
FTI,43.69,1.23,64.74,68.6,Neutral,2.64,41.5728,Bullish,★★★★☆ →,3.78,0.0,
PLTS,17.5,0.0,64.74,95.02,Overbought,0.0,17.2346,Bullish,★★★★☆ ↓,0.0,0.0,
PRO,23.13,0.0,64.72,77.74,Overbought,0.17,22.9571,Neutral,★★★★☆ ↓,0.09,0.0,
AGQ,86.39,-6.47,64.64,54.93,Neutral,5.2,83.27,Bullish,★★★★☆ →,9.99,0.0,
SOBO,27.52,0.38,64.63,61.43,Neutral,1.79,26.4854,Bullish,★★★★☆ →,8.97,0.0,
INCY,104.15,0.0,64.63,67.29,Neutral,3.88,99.9402,Bullish,★★★★☆ →,1.2,0.0,
CGCP,22.65,-0.09,64.62,43.09,Neutral,0.28,22.7192,Neutral,★★★★☆ →,-0.09,0.0,
SGI,88.49,0.16,64.62,57.09,Neutral,2.99,86.563,Bullish,★★★★☆ →,10.45,0.0,
VLO,181.6,-0.09,64.6,64.61,Neutral,2.84,173.6274,Bullish,★★★★☆ →,7.38,0.0,
GLTO,26.83,-3.63,64.59,78.99,Overbought,16.34,13.9077,Bullish,★★★★☆ ↓,300.45,0.0,
ADMA,15.56,-0.89,64.58,52.47,Neutral,5.0,15.2841,Bullish,★★★★☆ →,1.24,0.0,
FRO,25.48,1.72,64.55,64.39,Neutral,2.95,24.0937,Bullish,★★★★☆ →,5.12,0.0,
GMED,84.45,0.55,64.54,81.35,Overbought,4.45,71.6383,Bullish,★★★★☆ ↓,37.99,0.0,
NOG,22.07,-1.12,64.51,48.43,Neutral,3.82,22.0584,Neutral,★★★★☆ →,4.1,0.0,
EQT,59.9,-0.58,64.48,67.06,Neutral,3.24,56.8022,Bullish,★★★★☆ →,7.55,0.0,
PTRN,17.1,-2.06,64.42,46.45,Neutral,7.75,16.9547,Neutral,★★★★☆ →,1.73,0.0,
AA,37.59,-1.57,64.4,51.97,Neutral,4.44,37.3819,Neutral,★★★★☆ →,1.32,0.0,
GOOG,276.98,-0.77,64.4,55.98,Neutral,3.02,274.9333,Neutral,★★★★☆ →,-2.51,0.0,
KEYS,177.98,-0.61,64.4,52.16,Neutral,3.2,177.7064,Neutral,★★★★☆ →,-0.63,0.0,
H,152.3,0.12,64.39,57.64,Neutral,3.4,148.3431,Bullish,★★★★☆ →,11.44,0.0,
MRX,33.74,-1.37,64.38,58.64,Neutral,3.1,32.6662,Bullish,★★★★☆ →,9.87,0.0,
CVI,37.11,2.01,64.35,53.89,Neutral,4.99,36.6609,Bullish,★★★★☆ →,0.81,0.0,
OCUL,11.36,0.58,64.34,49.28,Neutral,4.15,11.3283,Neutral,★★★★☆ →,4.27,0.0,
KGC,25.44,-0.27,64.34,56.67,Neutral,3.95,24.5446,Bullish,★★★★☆ →,8.72,0.0,
VCIT,83.56,-0.01,64.33,43.62,Neutral,0.3,83.8041,Neutral,★★★★☆ →,-0.11,0.0,
GOOGL,276.41,-0.78,64.29,55.87,Neutral,3.08,274.3313,Neutral,★★★★☆ →,-2.58,0.0,
NYT,64.31,0.58,64.29,79.53,Overbought,2.23,60.2988,Bullish,★★★★☆ ↓,11.36,0.0,
CDNA,15.94,0.41,64.23,55.2,Neutral,5.77,15.458,Bullish,★★★★☆ →,7.89,0.0,
DFLV,33.11,-0.3,64.17,54.18,Neutral,1.05,32.9703,Neutral,★★★★☆ →,1.1,0.0,
CRS,330.5,1.78,64.16,67.6,Neutral,4.26,307.4389,Bullish,★★★★☆ →,6.36,0.0,
NOMD,12.17,-0.25,64.08,54.73,Neutral,2.48,11.9025,Bullish,★★★★☆ →,10.7,0.0,
C,100.3,-0.37,64.07,51.77,Neutral,2.76,100.16,Neutral,★★★★☆ →,-1.29,0.0,
SCHI,22.92,-0.13,64.06,44.09,Neutral,0.3,22.9917,Neutral,★★★★☆ →,0.0,0.0,
FDX,267.56,0.08,64.03,68.61,Neutral,2.46,254.9457,Bullish,★★★★☆ →,5.76,0.0,
IGIB,53.76,-0.15,63.98,44.25,Neutral,0.3,53.9248,Neutral,★★★★☆ →,0.0,0.0,
SPHY,23.57,-0.07,63.89,44.46,Neutral,0.31,23.6362,Neutral,★★★★☆ →,0.01,0.0,
BND,74.16,-0.15,63.87,44.51,Neutral,0.27,74.3668,Neutral,★★★★☆ →,-0.12,0.0,
TU,14.49,-0.41,63.78,31.84,Neutral,1.4,14.8005,Bearish,★★★★☆ →,-0.34,0.0,
HSIC,71.43,-2.6,63.73,61.59,Neutral,2.99,68.8892,Bullish,★★★★☆ →,10.5,0.0,
GTX,16.84,-1.35,63.71,62.53,Neutral,2.76,16.3633,Bullish,★★★★☆ →,-2.72,0.0,
SPAB,25.79,0.0,63.68,44.86,Neutral,0.32,25.8531,Neutral,★★★★☆ →,-0.23,0.0,
VGLT,56.67,0.12,63.66,43.3,Neutral,0.63,57.0846,Neutral,★★★★☆ →,-0.87,0.0,
AGG,100.0,-0.12,63.65,44.94,Neutral,0.28,100.2591,Neutral,★★★★☆ →,-0.09,0.0,
SPTL,26.88,0.13,63.62,43.42,Neutral,0.63,27.0678,Neutral,★★★★☆ →,-0.83,0.0,
VOD,12.35,0.24,63.62,60.58,Neutral,2.4,11.913,Bullish,★★★★☆ →,10.27,0.0,
TLT,89.06,0.21,63.54,43.0,Neutral,0.7,89.7949,Neutral,★★★★☆ →,-0.98,0.0,
COGT,33.54,-0.86,63.53,82.49,Overbought,9.81,22.5279,Bullish,★★★★☆ ↓,116.39,0.0,
FBND,46.25,-0.17,63.51,45.17,Neutral,0.3,46.3746,Neutral,★★★★☆ →,-0.15,0.0,
UGL,50.25,-0.53,63.51,51.77,Neutral,3.35,50.1713,Neutral,★★★★☆ →,6.57,0.0,
WPM,103.61,-0.54,63.48,53.4,Neutral,3.03,101.7291,Bullish,★★★★☆ →,9.79,0.0,
YETI,37.07,-0.62,63.48,58.36,Neutral,3.73,35.896,Bullish,★★★★☆ →,14.06,0.0,
USHY,37.25,-0.05,63.46,45.31,Neutral,0.29,37.3379,Neutral,★★★★☆ →,0.05,0.0,
SHYG,42.72,-0.02,63.44,45.42,Neutral,0.26,42.7978,Neutral,★★★★☆ →,0.0,0.0,
GFI,40.82,-1.14,63.44,52.19,Neutral,4.83,40.2517,Bullish,★★★★☆ →,7.42,0.0,
SHOO,37.53,-1.03,63.38,59.62,Neutral,4.3,36.4713,Bullish,★★★★☆ →,14.28,0.0,
IUSB,46.59,-0.13,63.34,45.55,Neutral,0.27,46.7011,Neutral,★★★★☆ →,-0.06,0.0,
TLH,102.83,0.14,63.32,44.65,Neutral,0.56,103.3743,Neutral,★★★★☆ →,-0.66,0.0,
CRWD,537.55,1.47,63.31,55.62,Neutral,3.45,531.58,Bullish,★★★★☆ →,-2.6,0.0,
SPIB,33.74,-0.01,63.29,45.75,Neutral,0.21,33.789,Neutral,★★★★☆ →,-0.07,0.0,
CIEN,191.71,-1.29,63.26,57.43,Neutral,5.5,188.6969,Bullish,★★★★☆ →,1.13,0.0,
CGCB,26.56,-0.15,63.26,45.57,Neutral,0.39,26.6263,Neutral,★★★★☆ →,0.0,0.0,
FLOT,50.97,0.06,63.19,79.54,Overbought,0.05,50.8634,Neutral,★★★★☆ ↓,0.28,0.0,
GOVT,23.09,-0.13,63.19,45.83,Neutral,0.28,23.1434,Neutral,★★★★☆ →,-0.13,0.0,
TIP,110.82,0.06,63.19,45.88,Neutral,0.27,111.0242,Neutral,★★★★☆ →,-0.15,0.0,
NAMS,38.63,0.74,63.16,57.71,Neutral,6.87,37.079,Bullish,★★★★☆ →,5.76,0.0,
HYG,80.19,-0.04,63.16,45.9,Neutral,0.29,80.3533,Neutral,★★★★☆ →,0.05,0.0,
SCHZ,23.41,0.04,63.15,45.93,Neutral,0.29,23.4541,Neutral,★★★★☆ →,-0.13,0.0,
GCT,30.42,-2.84,63.15,53.91,Neutral,7.05,29.5611,Bullish,★★★★☆ →,8.49,0.0,
XHR,13.94,-0.85,63.09,62.76,Neutral,3.11,13.4142,Bullish,★★★★☆ →,11.25,0.0,
PULS,49.71,-0.01,63.09,88.07,Overbought,0.03,49.6427,Neutral,★★★★☆ ↓,0.15,0.0,
SJNK,25.25,0.02,63.08,46.09,Neutral,0.26,25.2889,Neutral,★★★★☆ →,0.06,0.0,
JCPB,47.38,-0.16,63.04,46.11,Neutral,0.27,47.4915,Neutral,★★★★☆ →,-0.06,0.0,
AMPL,10.73,-0.92,62.99,56.08,Neutral,5.0,10.3499,Bullish,★★★★☆ →,8.06,0.0,
VSCO,35.32,-1.06,62.97,58.92,Neutral,5.47,34.3005,Bullish,★★★★☆ →,-0.14,0.0,
ICSH,50.65,0.02,62.96,89.98,Overbought,0.03,50.5841,Neutral,★★★★☆ ↓,0.14,0.0,
SCS,15.7,0.51,62.93,33.16,Neutral,1.71,16.022,Bearish,★★★★☆ →,-0.88,0.0,
JNK,96.63,0.03,62.91,46.35,Neutral,0.28,96.8326,Neutral,★★★★☆ →,0.05,0.0,
SCHP,26.82,0.06,62.91,46.41,Neutral,0.28,26.8578,Neutral,★★★★☆ →,-0.13,0.0,
RAL,47.33,-0.27,62.88,63.87,Neutral,3.57,45.4479,Bullish,★★★★☆ →,9.61,0.0,
K,83.37,0.06,62.87,72.25,Overbought,0.19,83.059,Neutral,★★★★☆ ↓,0.22,0.0,
PR,13.55,-0.62,62.87,60.44,Neutral,3.12,12.9895,Bullish,★★★★☆ →,9.15,0.0,
MUB,107.08,0.1,62.85,53.39,Neutral,0.23,107.0922,Neutral,★★★★☆ →,-0.14,0.0,
NOV,15.69,-0.19,62.84,65.14,Neutral,2.95,14.8972,Bullish,★★★★☆ →,6.37,0.0,
ARWR,41.26,0.29,62.84,61.01,Neutral,5.77,39.5337,Bullish,★★★★☆ →,4.17,0.0,
UNM,76.44,-0.69,62.83,51.45,Neutral,2.44,76.297,Neutral,★★★★☆ →,-2.25,0.0,
JAAA,50.63,0.02,62.78,77.79,Overbought,0.08,50.5353,Neutral,★★★★☆ ↓,0.16,0.0,
IEF,96.44,-0.17,62.77,46.56,Neutral,0.34,96.6625,Neutral,★★★★☆ →,-0.06,0.0,
NEM,87.84,0.05,62.77,53.82,Neutral,3.51,86.1347,Bullish,★★★★☆ →,11.33,0.0,
HAE,73.49,-0.57,62.75,87.3,Overbought,4.18,61.1004,Bullish,★★★★☆ ↓,46.19,0.0,
INSP,85.07,-1.48,62.71,54.69,Neutral,5.16,82.8779,Bullish,★★★★☆ →,0.07,0.0,
PAAS,38.12,-1.01,62.66,56.08,Neutral,3.76,36.8766,Bullish,★★★★☆ →,14.82,0.0,
VXX,34.7,0.38,62.66,52.03,Neutral,4.68,34.1364,Bullish,★★★★☆ →,-0.54,0.0,
HP,27.83,3.15,62.66,66.73,Neutral,4.03,25.9884,Bullish,★★★★☆ →,3.46,0.0,
EXPI,10.79,-1.01,62.62,51.96,Neutral,4.86,10.6417,Bullish,★★★★☆ →,7.79,0.0,
VIXY,33.71,0.36,62.61,52.01,Neutral,4.68,33.1627,Bullish,★★★★☆ →,-0.56,0.0,
USFR,50.36,0.01,62.61,95.33,Overbought,0.03,50.2759,Neutral,★★★★☆ ↓,0.15,0.0,
VLTO,98.47,-0.31,62.59,37.25,Neutral,1.86,99.9716,Bearish,★★★★☆ →,-1.16,0.0,
TFLO,50.52,0.02,62.58,95.29,Overbought,0.03,50.4456,Neutral,★★★★☆ ↓,0.14,0.0,
BKU,39.68,0.25,62.54,52.81,Neutral,2.92,39.5503,Neutral,★★★★☆ →,-2.43,0.0,
VUSB,49.87,0.04,62.52,78.5,Overbought,0.05,49.8068,Neutral,★★★★☆ ↓,0.12,0.0,
SA,23.79,2.23,62.49,51.45,Neutral,5.31,23.6413,Neutral,★★★☆☆ →,1.28,0.0,
ITW,243.97,-0.54,62.46,41.61,Neutral,1.53,246.5656,Bearish,★★★☆☆ →,0.35,0.0,
BIL,91.6,0.04,62.43,96.33,Overbought,0.02,91.4598,Neutral,★★★☆☆ ↓,0.14,0.0,
GES,16.92,-0.47,62.4,53.04,Neutral,0.61,16.9201,Neutral,★★★☆☆ →,-0.53,0.0,
FPE,18.3,-0.05,62.4,47.26,Neutral,0.3,18.3379,Neutral,★★★☆☆ →,-0.33,0.0,
RSP,186.93,-0.22,62.39,44.75,Neutral,1.03,188.3082,Neutral,★★★☆☆ →,0.38,0.0,
XLRE,40.96,0.02,62.39,44.15,Neutral,1.21,41.2874,Neutral,★★★☆☆ →,0.05,0.0,
SHV,110.29,0.0,62.34,96.18,Overbought,0.02,110.1521,Neutral,★★★☆☆ ↓,0.12,0.0,
XLI,152.05,0.03,62.33,43.94,Neutral,1.25,153.3471,Neutral,★★★☆☆ →,-0.37,0.0,
MINT,100.51,0.02,62.33,97.68,Overbought,0.03,100.3355,Neutral,★★★☆☆ ↓,0.16,0.0,
ACWX,66.56,-0.14,62.32,53.88,Neutral,0.94,66.3629,Neutral,★★★☆☆ →,0.09,0.0,
CIVI,28.43,-0.04,62.31,48.16,Neutral,4.57,28.3727,Neutral,★★★☆☆ →,0.82,0.0,
TBIL,49.94,-0.0,62.31,96.93,Overbought,0.02,49.869,Neutral,★★★☆☆ ↓,0.14,0.0,
VBIL,75.54,0.02,62.3,97.56,Overbought,0.03,75.4198,Neutral,★★★☆☆ ↓,0.16,0.0,
COHR,139.33,-0.46,62.29,53.14,Neutral,8.23,138.7545,Neutral,★★★☆☆ →,5.55,0.0,
JPST,50.65,0.04,62.29,76.86,Overbought,0.05,50.5847,Neutral,★★★☆☆ ↓,0.11,0.0,
LUV,32.67,-0.44,62.28,53.39,Neutral,3.06,32.1905,Bullish,★★★☆☆ →,10.13,0.0,
HQY,101.77,2.28,62.27,66.57,Neutral,2.94,96.4753,Bullish,★★★☆☆ →,7.34,0.0,
CFLT,23.3,-0.43,62.25,54.39,Neutral,4.96,23.0732,Neutral,★★★☆☆ →,-0.6,0.0,
HYLB,36.67,0.03,62.25,47.63,Neutral,0.27,36.7229,Neutral,★★★☆☆ →,0.14,0.0,
TLTW,23.23,0.15,62.23,46.66,Neutral,0.59,23.3384,Neutral,★★★☆☆ →,-0.77,0.0,
VICI,30.31,-0.16,62.21,43.13,Neutral,1.69,30.5364,Neutral,★★★☆☆ →,0.21,0.0,
XLC,112.23,0.81,62.2,42.22,Neutral,1.22,113.6573,Bearish,★★★☆☆ →,-0.51,0.0,
PZA,23.28,-0.09,62.17,52.22,Neutral,0.36,23.2968,Neutral,★★★☆☆ →,-0.09,0.0,
SCZ,75.98,-0.48,62.16,46.36,Neutral,0.81,76.3253,Neutral,★★★☆☆ →,0.74,0.0,
QUAL,193.65,-0.38,62.13,45.17,Neutral,1.02,195.1958,Neutral,★★★☆☆ →,-0.45,0.0,
UNG,14.49,-0.46,62.12,62.4,Neutral,3.37,13.7966,Bullish,★★★☆☆ →,4.04,0.0,
WFRD,71.84,-0.5,62.08,54.3,Neutral,4.02,71.4131,Neutral,★★★☆☆ →,-1.91,0.0,
AAPD,13.11,0.23,62.07,35.58,Neutral,1.85,13.3571,Bearish,★★★☆☆ →,-1.13,0.0,
DXD,21.44,1.28,62.06,49.51,Neutral,2.2,21.3546,Neutral,★★★☆☆ →,0.85,0.0,
HSY,179.2,0.6,62.05,52.16,Neutral,3.11,176.3118,Bullish,★★★☆☆ →,10.41,0.0,
PYLD,26.71,-0.07,62.04,48.09,Neutral,0.2,26.7437,Neutral,★★★☆☆ →,-0.11,0.0,
EWG,40.86,-0.95,62.02,45.33,Neutral,1.15,41.1533,Neutral,★★★☆☆ →,-0.12,0.0,
SPHQ,73.39,-0.08,61.96,46.58,Neutral,0.94,73.7622,Neutral,★★★☆☆ →,0.18,0.0,
KVYO,28.55,-0.21,61.96,55.15,Neutral,4.66,27.802,Bullish,★★★☆☆ →,9.81,0.0,
BSV,78.76,-0.04,61.94,51.65,Neutral,0.13,78.768,Neutral,★★★☆☆ →,0.06,0.0,
TECS,18.04,1.69,61.93,53.09,Neutral,5.65,17.3483,Bullish,★★★☆☆ →,7.32,0.0,
CRNX,42.67,2.99,61.93,52.79,Neutral,5.01,42.1764,Bullish,★★★☆☆ →,-0.42,0.0,
SGOV,100.54,0.0,61.91,99.27,Overbought,0.02,100.3936,Neutral,★★★☆☆ ↓,0.13,0.0,
XLF,52.38,-0.13,61.9,45.16,Neutral,1.25,52.7738,Neutral,★★★☆☆ →,-0.08,0.0,
REET,25.27,0.28,61.88,46.73,Neutral,0.99,25.3851,Neutral,★★★☆☆ →,0.36,0.0,
XLP,77.14,-0.16,61.86,46.43,Neutral,1.05,77.2909,Neutral,★★★☆☆ →,1.51,0.0,
IWR,94.62,-0.21,61.85,43.65,Neutral,1.2,95.6755,Bearish,★★★☆☆ →,-0.99,0.0,
DOW,22.93,-0.78,61.84,49.66,Neutral,3.36,22.9094,Neutral,★★★☆☆ →,-1.29,0.0,
PG,147.8,0.09,61.82,45.67,Neutral,1.46,148.4365,Neutral,★★★☆☆ →,0.43,0.0,
DUK,122.71,0.15,61.81,45.26,Neutral,1.42,123.4275,Neutral,★★★☆☆ →,0.09,0.0,
MUR,29.77,-2.27,61.81,57.16,Neutral,3.86,28.6869,Bullish,★★★☆☆ →,11.08,0.0,
AMBA,87.84,-1.03,61.78,51.84,Neutral,5.3,87.7096,Neutral,★★★☆☆ →,3.0,0.0,
RSG,210.0,0.1,61.74,44.16,Neutral,1.82,210.9546,Neutral,★★★☆☆ →,1.09,0.0,
CLBT,18.45,-4.3,61.73,57.81,Neutral,4.65,17.194,Bullish,★★★☆☆ →,11.01,0.0,
MTSI,160.65,-1.14,61.72,57.55,Neutral,4.74,155.7772,Bullish,★★★☆☆ →,11.46,0.0,
IYR,95.09,0.22,61.71,46.54,Neutral,1.19,95.534,Neutral,★★★☆☆ →,0.34,0.0,
INSM,193.22,1.18,61.71,69.2,Neutral,4.22,181.448,Bullish,★★★☆☆ →,3.75,0.0,
ALGN,137.13,-1.64,61.69,51.56,Neutral,4.06,136.6939,Neutral,★★★☆☆ →,-1.01,0.0,
FNDX,26.57,-0.23,61.69,51.8,Neutral,0.94,26.5645,Neutral,★★★☆☆ →,0.19,0.0,
BITI,21.89,3.69,61.68,67.0,Neutral,3.61,19.8176,Bullish,★★★☆☆ →,12.14,0.0,
B,37.03,1.67,61.68,65.34,Neutral,3.66,34.1129,Bullish,★★★☆☆ →,12.01,0.0,
VCSH,79.64,0.03,61.64,51.1,Neutral,0.14,79.6515,Neutral,★★★☆☆ →,0.04,0.0,
SDVY,37.38,-0.31,61.61,45.91,Neutral,1.24,37.6277,Neutral,★★★☆☆ →,0.34,0.0,
STRC,98.07,0.32,61.6,51.95,Neutral,0.75,98.1349,Neutral,★★★☆☆ →,-0.8,0.0,
VNQ,89.69,0.11,61.57,46.81,Neutral,1.2,90.0734,Neutral,★★★☆☆ →,0.55,0.0,
SPMD,56.08,-0.33,61.57,42.5,Neutral,1.38,56.8324,Bearish,★★★☆☆ →,-0.56,0.0,
SPYD,42.86,-0.26,61.56,46.23,Neutral,1.09,43.0008,Neutral,★★★☆☆ →,1.78,0.0,
RDVY,66.87,-0.09,61.54,46.7,Neutral,1.07,67.2975,Neutral,★★★☆☆ →,-0.16,0.0,
COCO,43.85,1.67,61.54,59.36,Neutral,4.85,41.9594,Bullish,★★★☆☆ →,7.42,0.0,
IDYA,32.14,1.01,61.53,62.73,Neutral,4.46,30.6105,Bullish,★★★☆☆ →,2.49,0.0,
SCHB,25.72,-0.41,61.52,44.61,Neutral,1.2,25.9816,Bearish,★★★☆☆ →,-1.02,0.0,
SCHK,32.17,-0.4,61.51,44.9,Neutral,1.17,32.493,Neutral,★★★☆☆ →,-0.98,0.0,
MBB,95.15,0.08,61.51,49.0,Neutral,0.32,95.2626,Neutral,★★★☆☆ →,-0.1,0.0,
SPEM,47.07,-0.8,61.5,46.41,Neutral,1.0,47.4391,Neutral,★★★☆☆ →,0.09,0.0,
VIAV,16.9,0.03,61.49,63.19,Neutral,5.45,16.2449,Bullish,★★★☆☆ →,0.81,0.0,
FAZ,44.04,2.97,61.49,54.69,Neutral,3.74,43.0848,Bullish,★★★☆☆ →,-1.45,0.0,
CAT,554.03,0.09,61.49,55.26,Neutral,3.91,550.3848,Neutral,★★★☆☆ →,-2.9,0.0,
DUHP,37.66,-0.08,61.48,47.45,Neutral,1.01,37.8228,Neutral,★★★☆☆ →,-0.55,0.0,
HTHT,43.8,-2.65,61.47,68.75,Neutral,3.1,41.3286,Bullish,★★★☆☆ →,10.61,0.0,
SCHX,26.41,-0.49,61.46,44.72,Neutral,1.21,26.679,Bearish,★★★☆☆ →,-1.12,0.0,
HYMB,25.05,-0.24,61.46,50.91,Neutral,0.3,25.0828,Neutral,★★★☆☆ →,-0.16,0.0,
IGSB,52.82,-0.06,61.44,49.25,Neutral,0.14,52.8487,Neutral,★★★☆☆ →,0.04,0.0,
SSB,88.87,-0.4,61.43,41.63,Neutral,1.83,89.8955,Bearish,★★★☆☆ →,0.71,0.0,
IEI,119.42,-0.07,61.38,49.16,Neutral,0.22,119.5021,Neutral,★★★☆☆ →,0.06,0.0,
VTIP,50.06,0.03,61.37,49.41,Neutral,0.12,50.0635,Neutral,★★★☆☆ →,0.01,0.0,
SCHM,29.09,-0.24,61.34,42.55,Neutral,1.41,29.489,Bearish,★★★☆☆ →,-0.21,0.0,
AZN,89.1,0.55,61.32,68.57,Neutral,2.06,85.0379,Bullish,★★★☆☆ →,9.03,0.0,
IVV,672.86,-0.36,61.31,46.2,Neutral,1.15,678.2253,Neutral,★★★☆☆ →,-0.88,0.0,
TGNA,19.93,0.08,61.3,48.1,Neutral,1.12,19.9592,Neutral,★★★☆☆ →,0.68,0.0,
VGIT,60.02,0.03,61.29,49.49,Neutral,0.24,60.0535,Neutral,★★★☆☆ →,-0.02,0.0,
SCHE,33.54,-0.8,61.26,46.96,Neutral,1.03,33.7863,Neutral,★★★☆☆ →,0.15,0.0,
WMT,102.36,-0.12,61.25,45.85,Neutral,1.54,103.012,Neutral,★★★☆☆ →,0.08,0.0,
VTI,329.71,-0.05,61.23,46.79,Neutral,1.18,331.9398,Neutral,★★★☆☆ →,-0.61,0.0,
CNTA,27.61,6.31,61.23,68.3,Neutral,7.44,24.0923,Bullish,★★★☆☆ →,15.33,0.0,
O,57.0,0.35,61.23,43.33,Neutral,1.59,57.5265,Neutral,★★★☆☆ →,1.53,0.0,
BINC,53.04,-0.06,61.2,50.31,Neutral,0.18,53.0677,Neutral,★★★☆☆ →,0.06,0.0,
SCHV,28.94,-0.17,61.19,48.2,Neutral,0.91,29.0256,Neutral,★★★☆☆ →,1.01,0.0,
SCHR,25.12,0.04,61.19,50.32,Neutral,0.26,25.1271,Neutral,★★★☆☆ →,0.0,0.0,
NIQ,13.92,-1.83,61.18,53.24,Neutral,4.29,13.4732,Bullish,★★★☆☆ →,13.63,0.0,
XLU,89.07,0.34,61.12,47.88,Neutral,1.16,89.4337,Neutral,★★★☆☆ →,0.27,0.0,
XLB,86.44,-0.38,61.12,44.54,Neutral,1.28,87.0949,Neutral,★★★☆☆ →,2.03,0.0,
MMC,183.68,0.48,61.11,45.7,Neutral,1.76,184.0474,Neutral,★★★☆☆ →,1.76,0.0,
PNW,88.5,0.12,61.1,46.16,Neutral,1.52,88.985,Neutral,★★★☆☆ →,-0.96,0.0,
VT,138.96,-0.2,61.1,48.03,Neutral,1.04,139.6389,Neutral,★★★☆☆ →,-0.03,0.0,
EDV,67.59,-0.97,61.09,40.1,Neutral,1.07,68.8921,Bearish,★★★☆☆ →,-1.7,0.0,
SPTI,28.89,0.07,61.08,50.11,Neutral,0.25,28.8994,Neutral,★★★☆☆ →,0.03,0.0,
VMBS,46.99,0.07,61.07,50.17,Neutral,0.34,47.022,Neutral,★★★☆☆ →,-0.04,0.0,
SPMB,22.47,0.14,61.06,49.87,Neutral,0.32,22.4874,Neutral,★★★☆☆ →,-0.04,0.0,
DOG,24.08,0.67,61.05,50.1,Neutral,1.11,24.0162,Neutral,★★★☆☆ →,0.5,0.0,
PNC,183.99,0.0,61.05,45.89,Neutral,1.8,184.7692,Neutral,★★★☆☆ →,0.68,0.0,
SPY,670.92,-0.15,61.04,47.37,Neutral,1.16,675.0464,Neutral,★★★☆☆ →,-0.64,0.0,
