Symbol,Price,% Change,Score,RSI,RSI Zone,ATR%,EMA20,Trend,Sentiment Bar,Momentum,News Sentiment,notes
GOVT,23.11,0.09,62.14,47.85,Neutral,0.28,23.1402,Neutral,★★★☆☆ →,-0.13,0.0,
IYR,94.25,-0.66,62.14,42.16,Neutral,1.27,95.4544,Bearish,★★★☆☆ →,-0.54,0.0,
VRNT,20.27,-0.2,62.07,48.07,Neutral,0.17,20.2846,Neutral,★★★☆☆ →,0.0,0.0,
QTWO,70.22,-3.08,62.04,56.69,Neutral,4.29,67.9339,Bullish,★★★☆☆ →,16.01,0.0,
NSC,281.47,-0.88,62.04,44.23,Neutral,1.26,284.0275,Neutral,★★★☆☆ →,-0.34,0.0,
VNQ,88.86,-0.81,61.98,42.24,Neutral,1.29,89.9943,Bearish,★★★☆☆ →,-0.38,0.0,
SGOV,100.54,0.01,61.98,99.28,Overbought,0.02,100.3941,Neutral,★★★☆☆ ↓,0.14,0.0,
G,43.7,-2.65,61.96,61.21,Neutral,3.21,41.9673,Bullish,★★★☆☆ →,13.71,0.0,
SCHH,21.06,-0.66,61.95,44.0,Neutral,1.23,21.2722,Neutral,★★★☆☆ →,-0.09,0.0,
TLTW,23.24,0.22,61.93,47.33,Neutral,0.61,23.3398,Neutral,★★★☆☆ →,-0.7,0.0,
VICI,30.14,-0.72,61.91,40.78,Neutral,1.77,30.5199,Bearish,★★★☆☆ →,-0.36,0.0,
SPMB,22.45,0.07,61.89,48.28,Neutral,0.32,22.4858,Neutral,★★★☆☆ →,-0.11,0.0,
VMBS,46.95,-0.02,61.83,48.37,Neutral,0.35,47.0179,Neutral,★★★☆☆ →,-0.13,0.0,
AGI,33.06,-0.85,61.83,53.52,Neutral,4.04,32.4206,Bullish,★★★☆☆ →,10.18,0.0,
VYM,139.48,-1.09,61.79,44.13,Neutral,1.04,140.753,Neutral,★★★☆☆ →,0.23,0.0,
IQLT,44.29,-1.09,61.76,45.47,Neutral,0.94,44.6718,Neutral,★★★☆☆ →,0.61,0.0,
EDV,67.79,0.3,61.73,41.96,Neutral,1.07,68.7876,Bearish,★★★☆☆ →,-1.73,0.0,
B,36.97,-0.15,61.73,65.02,Neutral,3.76,34.3855,Bullish,★★★☆☆ →,16.75,0.0,
IDEV,80.28,-1.23,61.72,45.7,Neutral,0.95,80.9471,Neutral,★★★☆☆ →,0.55,0.0,
COMM,16.51,-1.61,61.69,51.83,Neutral,5.81,16.4867,Neutral,★★★☆☆ →,3.64,0.0,
ITW,241.49,-1.02,61.69,37.5,Neutral,1.54,246.0822,Bearish,★★★☆☆ →,-1.4,0.0,
SPEM,46.93,-1.1,61.67,44.83,Neutral,1.05,47.4257,Bearish,★★★☆☆ →,-0.21,0.0,
DGRO,67.8,-0.92,61.67,46.4,Neutral,0.96,68.1967,Neutral,★★★☆☆ →,0.38,0.0,
SRRK,36.47,-2.51,61.64,65.38,Neutral,5.55,31.4052,Bullish,★★★☆☆ →,30.02,0.0,
VCSH,79.64,0.03,61.64,51.1,Neutral,0.14,79.6515,Neutral,★★★☆☆ →,0.04,0.0,
IGSB,52.84,0.04,61.63,51.09,Neutral,0.14,52.8479,Neutral,★★★☆☆ →,0.06,0.0,
IEF,96.55,0.11,61.63,48.77,Neutral,0.33,96.6518,Neutral,★★★☆☆ →,-0.07,0.0,
SPHR,75.11,-2.61,61.63,62.32,Neutral,4.9,71.9332,Bullish,★★★☆☆ →,8.13,0.0,
GGLL,84.74,6.24,61.63,60.26,Neutral,6.51,79.8811,Bullish,★★★☆☆ →,4.67,0.0,
ABVX,113.62,2.93,61.62,69.64,Neutral,5.44,101.6375,Bullish,★★★☆☆ →,15.19,0.0,
ARQT,26.17,4.68,61.6,66.0,Neutral,5.78,23.4778,Bullish,★★★☆☆ →,9.0,0.0,
SCHZ,23.4,0.0,61.59,44.97,Neutral,0.29,23.4533,Neutral,★★★☆☆ →,-0.17,0.0,
DFLV,32.65,-1.4,61.54,45.37,Neutral,1.15,32.9394,Neutral,★★★☆☆ →,0.29,0.0,
VXUS,74.0,-1.24,61.53,46.02,Neutral,0.99,74.6385,Neutral,★★★☆☆ →,0.2,0.0,
VLTO,98.06,-0.73,61.53,35.63,Neutral,1.96,99.9316,Bearish,★★★☆☆ →,-1.58,0.0,
XLC,111.19,-0.13,61.45,37.05,Neutral,1.3,113.5582,Bearish,★★★☆☆ →,-1.44,0.0,
FDVV,55.47,-1.09,61.42,44.85,Neutral,0.97,55.9135,Neutral,★★★☆☆ →,-0.04,0.0,
VEU,72.11,-1.25,61.4,46.42,Neutral,0.98,72.7089,Neutral,★★★☆☆ →,0.24,0.0,
OI,12.82,-2.81,61.38,53.11,Neutral,4.93,12.6407,Bullish,★★★☆☆ →,8.64,0.0,
MTSI,159.83,-1.64,61.37,56.78,Neutral,4.93,155.6991,Bullish,★★★☆☆ →,10.89,0.0,
PG,145.85,-1.24,61.36,39.86,Neutral,1.62,148.2499,Bearish,★★★☆☆ →,-0.9,0.0,
FENI,35.37,-1.13,61.35,46.55,Neutral,0.96,35.628,Neutral,★★★☆☆ →,0.38,0.0,
VEA,60.53,-1.29,61.33,46.63,Neutral,0.99,61.007,Neutral,★★★☆☆ →,0.35,0.0,
SPTI,28.9,0.09,61.33,50.58,Neutral,0.25,28.8999,Neutral,★★★☆☆ →,0.05,0.0,
ACWX,65.74,-1.23,61.31,46.36,Neutral,1.02,66.3036,Neutral,★★★☆☆ →,0.21,0.0,
VGK,80.04,-1.26,61.27,45.96,Neutral,1.02,80.7217,Neutral,★★★☆☆ →,0.91,0.0,
DFAC,38.12,-1.32,61.26,41.08,Neutral,1.24,38.7598,Bearish,★★★☆☆ →,-1.29,0.0,
IVV,668.89,-0.95,61.26,43.12,Neutral,1.26,677.8472,Bearish,★★★☆☆ →,-1.46,0.0,
EXAS,67.15,0.18,61.26,62.23,Neutral,3.62,65.5014,Bullish,★★★☆☆ →,-3.51,0.0,
IWB,364.11,-1.02,61.25,42.19,Neutral,1.26,369.5648,Bearish,★★★☆☆ →,-1.5,0.0,
BIIB,164.68,-1.71,61.21,67.44,Neutral,3.54,155.9831,Bullish,★★★☆☆ →,10.28,0.0,
O,57.01,0.37,61.18,43.42,Neutral,1.61,57.5274,Neutral,★★★☆☆ →,1.55,0.0,
VIXY,35.34,5.21,61.18,57.71,Neutral,4.83,33.3179,Bullish,★★★☆☆ →,4.25,0.0,
SPDW,43.22,-1.22,61.17,46.84,Neutral,0.97,43.5445,Neutral,★★★☆☆ →,0.38,0.0,
SPY,665.7,-0.93,61.15,43.23,Neutral,1.26,674.5493,Bearish,★★★☆☆ →,-1.41,0.0,
MAA,130.29,-0.5,61.13,45.78,Neutral,1.79,130.7878,Neutral,★★★☆☆ →,0.93,0.0,
SCHR,25.11,0.02,61.11,49.83,Neutral,0.26,25.1267,Neutral,★★★☆☆ →,-0.02,0.0,
VOO,612.1,-0.93,61.11,43.2,Neutral,1.25,620.1805,Bearish,★★★☆☆ →,-1.43,0.0,
GTX,16.46,-2.26,61.09,56.53,Neutral,2.82,16.3725,Neutral,★★★☆☆ →,-4.02,0.0,
EWU,42.44,-0.77,61.07,46.83,Neutral,0.95,42.7507,Neutral,★★★☆☆ →,0.62,0.0,
USMV,93.72,-0.5,61.06,48.91,Neutral,0.88,93.7975,Neutral,★★★☆☆ →,0.98,0.0,
VGIT,60.03,0.05,61.03,49.97,Neutral,0.25,60.0545,Neutral,★★★☆☆ →,0.0,0.0,
AVB,177.44,-0.15,61.02,40.75,Neutral,2.1,179.6064,Bearish,★★★☆☆ →,0.78,0.0,
FELC,37.07,-1.09,61.02,43.03,Neutral,1.25,37.604,Bearish,★★★☆☆ →,-1.46,0.0,
PAAS,37.4,-2.87,61.01,52.81,Neutral,3.98,36.8085,Bullish,★★★☆☆ →,12.67,0.0,
EZU,61.85,-1.5,61.01,45.97,Neutral,1.1,62.4422,Neutral,★★★☆☆ →,0.7,0.0,
CTAS,183.76,-1.59,60.99,39.48,Neutral,1.81,186.8105,Bearish,★★★☆☆ →,0.05,0.0,
PLD,123.51,0.56,60.96,52.91,Neutral,1.71,123.5431,Neutral,★★★☆☆ →,-0.39,0.0,
BBEU,70.09,-1.2,60.96,46.75,Neutral,1.02,70.6333,Neutral,★★★☆☆ →,1.08,0.0,
UNP,221.06,-0.88,60.96,47.06,Neutral,1.51,222.0984,Neutral,★★★☆☆ →,0.07,0.0,
YOU,35.21,-3.94,60.94,55.89,Neutral,5.03,34.284,Bullish,★★★☆☆ →,14.56,0.0,
DDOG,180.26,-2.57,60.92,58.4,Neutral,5.19,174.3497,Bullish,★★★☆☆ →,14.44,0.0,
VIG,214.92,-0.97,60.92,43.99,Neutral,0.95,216.9517,Neutral,★★★☆☆ →,-0.21,0.0,
SHOO,36.98,-2.48,60.88,56.21,Neutral,4.5,36.4189,Bullish,★★★☆☆ →,12.61,0.0,
OGE,44.61,-0.34,60.88,44.83,Neutral,1.7,44.9912,Neutral,★★★☆☆ →,0.72,0.0,
DFAI,36.63,-1.23,60.85,48.34,Neutral,0.92,36.8044,Neutral,★★★☆☆ →,1.06,0.0,
OLMA,8.52,1.43,60.84,49.4,Neutral,7.36,8.5118,Neutral,★★★☆☆ →,3.9,0.0,
SBIT,42.15,5.2,60.81,69.54,Neutral,6.71,34.0899,Bullish,★★★☆☆ →,17.98,0.0,
SPYV,55.56,-1.09,60.8,46.9,Neutral,0.95,55.9373,Neutral,★★★☆☆ →,-0.09,0.0,
ELME,16.69,-0.89,60.8,50.27,Neutral,1.21,16.6828,Neutral,★★★☆☆ →,0.97,0.0,
JEPQ,57.43,-0.67,60.79,46.11,Neutral,1.25,57.9593,Neutral,★★★☆☆ →,-1.31,0.0,
KGC,24.94,-1.95,60.79,53.35,Neutral,4.01,24.5827,Bullish,★★★☆☆ →,11.01,0.0,
FNDE,36.93,-1.33,60.78,51.21,Neutral,1.06,37.0172,Neutral,★★★☆☆ →,1.04,0.0,
DIA,466.27,-1.17,60.71,44.98,Neutral,1.2,471.7418,Bearish,★★★☆☆ →,-0.98,0.0,
CGDV,42.54,-0.8,60.68,48.76,Neutral,1.12,42.721,Neutral,★★★☆☆ →,0.2,0.0,
IXUS,83.2,-1.26,60.67,46.0,Neutral,0.99,83.9191,Neutral,★★★☆☆ →,0.22,0.0,
HEFA,40.78,-0.91,60.65,49.34,Neutral,0.88,40.9558,Neutral,★★★☆☆ →,-0.01,0.0,
PECO,34.27,-1.1,60.63,47.57,Neutral,1.51,34.4261,Neutral,★★★☆☆ →,0.68,0.0,
UDR,34.51,-0.5,60.58,42.97,Neutral,2.11,34.8512,Neutral,★★★☆☆ →,0.69,0.0,
WCN,169.28,0.39,60.58,47.87,Neutral,1.76,169.3371,Neutral,★★★☆☆ →,0.33,0.0,
IEMG,67.08,-1.16,60.54,46.87,Neutral,1.21,67.7313,Neutral,★★★☆☆ →,-0.59,0.0,
EWJ,82.49,-1.78,60.51,48.62,Neutral,1.09,82.9963,Neutral,★★★☆☆ →,-0.42,0.0,
BRKR,41.77,0.36,60.5,63.34,Neutral,4.35,39.787,Bullish,★★★☆☆ →,3.44,0.0,
ASHR,32.54,-1.09,60.46,44.98,Neutral,1.11,32.9907,Bearish,★★★☆☆ →,-0.15,0.0,
BBJP,68.2,-1.74,60.45,49.16,Neutral,1.05,68.5489,Neutral,★★★☆☆ →,-0.2,0.0,
VFLO,37.5,-2.09,60.45,46.07,Neutral,1.47,37.8703,Neutral,★★★☆☆ →,0.2,0.0,
XLB,85.44,-1.53,60.39,40.16,Neutral,1.4,86.9997,Bearish,★★★☆☆ →,0.85,0.0,
EEM,54.32,-1.16,60.39,46.85,Neutral,1.26,54.8666,Neutral,★★★☆☆ →,-0.57,0.0,
COCO,45.43,3.6,60.38,64.23,Neutral,5.45,42.2899,Bullish,★★★☆☆ →,13.92,0.0,
PARR,45.0,2.74,60.38,63.96,Neutral,6.44,40.7684,Bullish,★★★☆☆ →,11.03,0.0,
NESR,13.92,1.24,60.37,67.7,Neutral,5.43,12.7187,Bullish,★★★☆☆ →,13.08,0.0,
PHAT,14.41,-1.03,60.36,61.43,Neutral,7.44,13.7486,Bullish,★★★☆☆ →,6.82,0.0,
NEM,87.1,-0.8,60.35,52.59,Neutral,3.67,86.0642,Bullish,★★★☆☆ →,10.39,0.0,
CWAN,19.95,3.64,60.33,61.41,Neutral,5.45,18.3844,Bullish,★★★☆☆ →,14.85,0.0,
CGUS,39.35,-0.87,60.3,41.97,Neutral,1.26,39.9062,Bearish,★★★☆☆ →,-1.42,0.0,
AGNC,10.1,-0.49,60.3,51.76,Neutral,1.64,10.1071,Neutral,★★★☆☆ →,-0.79,0.0,
AVEM,76.57,-1.3,60.29,48.19,Neutral,1.26,77.1319,Neutral,★★★☆☆ →,-0.01,0.0,
EAT,121.22,7.09,60.29,54.14,Neutral,4.84,115.1821,Bullish,★★★☆☆ →,15.92,0.0,
SCHF,23.62,-1.3,60.28,47.26,Neutral,1.0,23.7918,Neutral,★★★☆☆ →,0.38,0.0,
EXEL,42.42,1.85,60.26,60.15,Neutral,3.56,40.62,Bullish,★★★☆☆ →,11.93,0.0,
DUHP,37.21,-1.21,60.24,40.34,Neutral,1.09,37.7641,Bearish,★★★☆☆ →,-0.92,0.0,
SO,90.57,-0.13,60.23,35.06,Neutral,1.65,92.7207,Bearish,★★★☆☆ →,-2.33,0.0,
PACS,15.69,48.3,60.23,68.81,Neutral,7.1,12.4015,Bullish,★★★☆☆ →,25.92,0.0,
SDRL,30.66,1.96,60.23,51.06,Neutral,5.09,30.3567,Neutral,★★★☆☆ →,-0.81,0.0,
DYNF,59.5,-0.8,60.23,45.69,Neutral,1.3,60.1031,Bearish,★★★☆☆ →,-1.32,0.0,
WEC,111.87,0.81,60.22,48.93,Neutral,1.57,111.9999,Neutral,★★★☆☆ →,0.81,0.0,
SYY,75.13,0.56,60.22,44.03,Neutral,1.64,75.6484,Neutral,★★★☆☆ →,2.78,0.0,
MMC,180.79,-1.1,60.18,40.76,Neutral,1.88,183.7721,Bearish,★★★☆☆ →,0.16,0.0,
IEFA,87.58,-1.32,60.17,45.47,Neutral,0.91,88.3447,Neutral,★★★☆☆ →,0.41,0.0,
GIS,46.97,-0.93,60.15,46.43,Neutral,1.95,47.1979,Neutral,★★★☆☆ →,1.27,0.0,
WMT,102.96,0.47,60.15,49.1,Neutral,1.58,103.0701,Neutral,★★★☆☆ →,0.68,0.0,
RDVY,65.87,-1.58,60.12,39.58,Neutral,1.23,67.2022,Bearish,★★★☆☆ →,-1.66,0.0,
UL,59.21,-0.05,60.12,39.66,Neutral,1.26,60.464,Bearish,★★★☆☆ →,-1.78,0.0,
TECS,18.6,4.88,60.07,56.29,Neutral,5.73,17.4021,Bullish,★★★☆☆ →,10.68,0.0,
COWZ,57.85,-1.27,60.07,49.89,Neutral,1.2,57.9879,Neutral,★★★☆☆ →,0.95,0.0,
EUFN,33.99,-1.9,60.06,47.65,Neutral,1.25,34.2532,Neutral,★★★☆☆ →,1.28,0.0,
AL,63.7,-0.31,60.04,53.14,Neutral,0.25,63.7356,Neutral,★★★☆☆ →,0.09,0.0,
FIGR,42.24,4.97,59.98,56.76,Neutral,8.82,39.1157,Bullish,★★★☆☆ →,10.37,0.0,
NTST,18.26,-0.26,59.97,45.12,Neutral,1.87,18.4586,Bearish,★★★☆☆ →,-0.26,0.0,
VTLE,16.84,-3.91,59.97,53.16,Neutral,5.64,16.4615,Bullish,★★★☆☆ →,11.7,0.0,
EWC,50.34,-1.08,59.95,48.22,Neutral,1.46,50.6196,Neutral,★★★☆☆ →,1.25,0.0,
HL,13.98,-4.28,59.93,54.17,Neutral,7.64,13.6982,Bullish,★★★☆☆ →,16.75,0.0,
GFL,44.19,-0.34,59.91,46.41,Neutral,2.32,44.2681,Neutral,★★★☆☆ →,1.21,0.0,
BXSL,26.24,-1.58,59.9,44.92,Neutral,1.91,26.4847,Neutral,★★★☆☆ →,0.08,0.0,
QQQI,53.64,-0.8,59.87,42.59,Neutral,1.47,54.5137,Bearish,★★★☆☆ →,-2.12,0.0,
KMT,25.92,-3.62,59.87,62.27,Neutral,4.17,24.8216,Bullish,★★★☆☆ →,18.15,0.0,
COST,912.59,-1.13,59.84,43.02,Neutral,1.59,923.6699,Bearish,★★★☆☆ →,-2.99,0.0,
AMH,31.91,-0.25,59.83,44.91,Neutral,2.15,32.19,Neutral,★★★☆☆ →,-0.84,0.0,
F,12.88,-2.35,59.78,52.8,Neutral,2.15,12.8803,Neutral,★★★☆☆ →,1.87,0.0,
ROST,159.41,-0.73,59.7,52.74,Neutral,1.71,159.6113,Neutral,★★★☆☆ →,-1.74,0.0,
CNTA,27.32,-1.05,59.68,66.48,Neutral,7.83,24.3997,Bullish,★★★☆☆ →,15.08,0.0,
VCYT,39.28,-0.18,59.66,53.82,Neutral,6.02,38.9166,Neutral,★★★☆☆ →,8.75,0.0,
VKTX,38.22,-2.28,59.65,57.85,Neutral,7.4,36.7902,Bullish,★★★☆☆ →,10.37,0.0,
EXPE,244.16,-7.75,59.65,54.38,Neutral,5.18,240.4296,Bullish,★★★☆☆ →,15.1,0.0,
CDNA,15.51,-2.67,59.59,51.69,Neutral,6.16,15.463,Neutral,★★★☆☆ →,6.82,0.0,
WDC,162.45,2.93,59.59,63.58,Neutral,7.33,150.612,Bullish,★★★☆☆ →,6.75,0.0,
ARX,12.94,-4.54,59.59,48.17,Neutral,5.84,12.8888,Neutral,★★★☆☆ →,7.25,0.0,
TVTX,35.44,2.72,59.58,65.72,Neutral,6.04,32.4756,Bullish,★★★☆☆ →,3.84,0.0,
GM,67.9,-3.72,59.57,53.49,Neutral,2.28,68.1209,Neutral,★★★☆☆ →,1.54,0.0,
EMXC,70.89,-1.17,59.56,49.47,Neutral,1.32,71.354,Neutral,★★★☆☆ →,-0.83,0.0,
HON,196.08,-1.49,59.55,47.9,Neutral,1.9,197.229,Neutral,★★★☆☆ →,0.4,0.0,
USO,71.32,-0.08,59.55,49.17,Neutral,1.77,71.3458,Neutral,★★★☆☆ →,-0.85,0.0,
WNS,76.48,0.1,59.55,78.22,Overbought,0.11,76.1971,Neutral,★★★☆☆ ↓,0.24,0.0,
STZ,130.97,1.4,59.51,44.29,Neutral,2.43,131.9505,Neutral,★★★☆☆ →,1.39,0.0,
PBR,13.11,-0.49,59.49,64.52,Neutral,2.68,12.5197,Bullish,★★★☆☆ →,10.86,0.0,
NDAQ,85.7,-1.58,59.48,41.06,Neutral,1.65,87.3469,Bearish,★★★☆☆ →,-0.2,0.0,
RITM,10.85,-2.38,59.46,41.99,Neutral,1.9,11.0359,Bearish,★★★☆☆ →,-1.23,0.0,
SDVY,36.67,-2.19,59.44,37.69,Neutral,1.41,37.5605,Bearish,★★★☆☆ →,-1.56,0.0,
OS,20.72,-4.43,59.42,53.53,Neutral,7.24,20.3436,Bullish,★★★☆☆ →,11.46,0.0,
REG,69.13,-0.66,59.4,41.25,Neutral,2.25,70.2087,Bearish,★★★☆☆ →,0.01,0.0,
CPT,102.14,-0.51,59.39,48.92,Neutral,2.09,102.1456,Neutral,★★★☆☆ →,0.73,0.0,
PRM,25.62,1.14,59.33,60.41,Neutral,6.22,24.2928,Bullish,★★★☆☆ →,6.09,0.0,
ZTO,18.85,-0.45,59.31,47.0,Neutral,2.16,18.9723,Neutral,★★★☆☆ →,0.77,0.0,
WPC,67.01,-0.93,59.26,49.8,Neutral,1.71,67.0547,Neutral,★★★☆☆ →,1.65,0.0,
MSFT,507.49,-0.53,59.23,45.54,Neutral,2.14,512.1339,Neutral,★★★☆☆ →,-1.33,0.0,
HAS,77.04,-0.86,59.2,50.98,Neutral,2.05,77.0798,Neutral,★★★☆☆ →,1.4,0.0,
NWG,15.51,-2.24,59.18,51.67,Neutral,1.79,15.5787,Neutral,★★★☆☆ →,1.74,0.0,
GD,341.77,-0.72,59.15,49.43,Neutral,1.7,343.6933,Neutral,★★★☆☆ →,-0.49,0.0,
IWR,93.03,-1.69,59.14,36.96,Neutral,1.37,95.423,Bearish,★★★☆☆ →,-1.62,0.0,
LMT,471.09,1.14,59.08,45.87,Neutral,1.83,473.6424,Neutral,★★★☆☆ →,-2.86,0.0,
EYPT,13.14,13.43,59.04,58.82,Neutral,8.07,12.0171,Bullish,★★★☆☆ →,6.01,0.0,
AMLX,13.98,10.17,59.04,56.46,Neutral,5.75,13.285,Bullish,★★★☆☆ →,1.75,0.0,
EFG,113.12,-1.41,59.04,40.29,Neutral,1.03,115.2022,Bearish,★★★☆☆ →,-0.88,0.0,
PUK,28.01,-1.87,59.02,49.06,Neutral,1.74,28.2165,Neutral,★★★☆☆ →,-0.12,0.0,
CVX,154.84,-1.76,59.02,50.03,Neutral,1.97,154.8752,Neutral,★★★☆☆ →,0.95,0.0,
QDTE,34.43,-0.78,58.98,45.28,Neutral,1.62,34.9012,Bearish,★★★☆☆ →,-2.06,0.0,
TXT,80.02,-0.87,58.94,42.8,Neutral,2.01,81.3008,Bearish,★★★☆☆ →,0.33,0.0,
SA,23.76,-0.13,58.93,51.29,Neutral,5.06,23.6526,Neutral,★★★☆☆ →,7.56,0.0,
EGO,27.5,-1.48,58.92,52.1,Neutral,4.02,27.2171,Bullish,★★★☆☆ →,10.29,0.0,
UVIX,11.13,11.08,58.92,55.94,Neutral,9.12,10.0729,Bullish,★★★☆☆ →,7.33,0.0,
PEG,82.46,-0.46,58.88,50.07,Neutral,2.07,82.4739,Neutral,★★★☆☆ →,0.78,0.0,
TKO,184.71,0.34,58.88,46.33,Neutral,2.5,185.2232,Neutral,★★★☆☆ →,-1.41,0.0,
EWG,39.99,-2.13,58.87,37.09,Neutral,1.33,41.0425,Bearish,★★★☆☆ →,-0.87,0.0,
MCHI,62.78,-1.13,58.85,42.64,Neutral,1.57,63.9719,Bearish,★★★☆☆ →,0.08,0.0,
ICE,150.33,-1.14,58.83,41.37,Neutral,2.15,152.3931,Bearish,★★★☆☆ →,2.28,0.0,
AMT,180.42,-1.73,58.82,43.21,Neutral,2.29,182.9718,Bearish,★★★☆☆ →,0.04,0.0,
ATEC,19.87,0.66,58.76,69.44,Neutral,4.92,18.5847,Bullish,★★★☆☆ →,2.32,0.0,
DTE,137.6,0.36,58.74,47.5,Neutral,1.65,138.127,Neutral,★★★☆☆ →,3.12,0.0,
BUD,62.12,-2.69,58.71,49.48,Neutral,1.82,62.5334,Neutral,★★★☆☆ →,0.35,0.0,
STOK,26.95,1.66,58.71,49.51,Neutral,9.18,26.9244,Neutral,★★★☆☆ →,6.35,0.0,
CNI,95.45,-0.73,58.69,49.96,Neutral,2.07,95.5693,Neutral,★★★☆☆ →,-0.32,0.0,
SPLG,79.05,-0.01,58.64,48.64,Neutral,1.16,79.432,Neutral,★★★☆☆ →,-1.67,0.0,
MKC,64.57,-1.16,58.62,44.73,Neutral,2.18,65.3534,Bearish,★★★☆☆ →,0.87,0.0,
TFC,43.94,-2.06,58.6,49.03,Neutral,2.06,44.0974,Neutral,★★★☆☆ →,1.63,0.0,
FXI,39.65,-1.16,58.59,44.15,Neutral,1.49,40.2565,Bearish,★★★☆☆ →,0.72,0.0,
KHC,24.49,-1.45,58.59,43.64,Neutral,2.44,24.7748,Bearish,★★★☆☆ →,1.32,0.0,
COP,88.79,-2.82,58.57,48.62,Neutral,2.41,88.9811,Neutral,★★★☆☆ →,1.01,0.0,
GDX,74.97,-1.56,58.51,51.73,Neutral,3.57,74.5077,Neutral,★★★☆☆ →,9.8,0.0,
CART,40.51,-1.32,58.5,58.31,Neutral,4.1,38.7181,Bullish,★★★☆☆ →,11.08,0.0,
BRO,80.73,0.04,58.49,39.43,Neutral,2.18,82.0418,Bearish,★★★☆☆ →,2.42,0.0,
RGLD,184.07,-0.95,58.45,49.67,Neutral,3.2,183.8319,Neutral,★★★☆☆ →,8.87,0.0,
BG,93.96,-2.14,58.45,52.81,Neutral,2.71,94.2686,Neutral,★★★☆☆ →,0.06,0.0,
PBF,37.88,-2.86,58.42,62.18,Neutral,6.24,35.5541,Bullish,★★★☆☆ →,8.06,0.0,
XLI,150.55,-0.96,58.35,38.75,Neutral,1.36,153.2042,Bearish,★★★☆☆ →,-1.35,0.0,
PPC,37.22,-0.8,58.31,39.98,Neutral,2.98,37.7693,Bearish,★★★☆☆ →,-0.08,0.0,
CHRW,152.64,-0.1,58.29,67.19,Neutral,3.7,145.6256,Bullish,★★★☆☆ →,-0.18,0.0,
SOLV,76.19,0.7,58.26,66.66,Neutral,2.65,72.2552,Bullish,★★★☆☆ →,11.08,0.0,
GPC,126.63,-0.5,58.22,41.81,Neutral,1.99,128.2267,Bearish,★★★☆☆ →,3.21,0.0,
PHG,27.99,-2.39,58.22,47.52,Neutral,2.02,28.2992,Bearish,★★★☆☆ →,-0.12,0.0,
CGGO,33.85,-0.97,58.21,40.12,Neutral,1.42,34.5021,Bearish,★★★☆☆ →,-1.51,0.0,
INVH,28.02,-1.29,58.19,44.5,Neutral,2.23,28.3804,Bearish,★★★☆☆ →,-2.08,0.0,
XNCR,15.62,4.62,58.19,62.59,Neutral,6.91,14.12,Bullish,★★★☆☆ →,14.01,0.0,
ILMN,120.08,-0.49,58.18,63.19,Neutral,5.23,113.9779,Bullish,★★★☆☆ →,2.76,0.0,
MTG,27.59,-2.18,58.18,49.08,Neutral,2.15,27.7369,Neutral,★★★☆☆ →,-1.16,0.0,
CSIQ,28.47,-15.23,58.16,62.29,Neutral,14.58,24.2893,Bullish,★★★☆☆ →,29.45,0.0,
HTGC,17.13,-2.5,58.16,43.03,Neutral,1.85,17.4391,Bearish,★★★☆☆ →,-2.11,0.0,
RNA,70.68,-0.17,58.15,79.67,Overbought,0.44,65.6922,Bullish,★★★☆☆ ↓,1.22,0.0,
AKR,19.72,-2.23,58.12,49.12,Neutral,2.35,19.8095,Neutral,★★★☆☆ →,-0.25,0.0,
PRU,103.51,-3.41,58.11,45.98,Neutral,2.05,104.8683,Bearish,★★★☆☆ →,-1.46,0.0,
GLPI,43.96,-1.3,58.07,41.37,Neutral,2.02,44.7606,Bearish,★★★☆☆ →,-2.72,0.0,
EQR,59.03,-0.66,58.03,39.57,Neutral,2.14,60.3057,Bearish,★★★☆☆ →,-0.59,0.0,
CLBT,18.17,-1.52,58.03,55.69,Neutral,4.85,17.2869,Bullish,★★★☆☆ →,14.28,0.0,
VONG,120.09,-0.92,58.01,42.65,Neutral,1.73,122.3418,Bearish,★★★☆☆ →,-2.64,0.0,
SON,40.32,-1.49,58.0,47.72,Neutral,2.61,40.438,Neutral,★★★☆☆ →,1.95,0.0,
EFA,94.01,-1.31,57.99,46.0,Neutral,0.93,94.796,Neutral,★★★☆☆ →,0.49,0.0,
ARI,9.72,-1.67,57.98,40.49,Neutral,1.99,9.9217,Bearish,★★★☆☆ →,-1.67,0.0,
ACWI,138.58,-1.07,57.97,43.83,Neutral,1.15,140.294,Bearish,★★★☆☆ →,-0.95,0.0,
SCHX,26.24,-1.13,57.91,41.56,Neutral,1.3,26.6628,Bearish,★★★☆☆ →,-1.76,0.0,
PTGX,84.77,0.19,57.91,65.86,Neutral,3.7,79.6722,Bullish,★★★☆☆ →,10.81,0.0,
KRG,21.98,-2.35,57.85,44.21,Neutral,2.21,22.3326,Bearish,★★★☆☆ →,-0.41,0.0,
IDYA,33.34,3.73,57.82,67.58,Neutral,4.65,30.8705,Bullish,★★★☆☆ →,9.38,0.0,
SYK,360.13,-0.58,57.81,44.18,Neutral,2.34,365.623,Bearish,★★★☆☆ →,-0.68,0.0,
GLD,371.65,-1.15,57.81,50.49,Neutral,1.78,373.2202,Neutral,★★★☆☆ →,2.58,0.0,
RF,24.3,-2.66,57.81,43.1,Neutral,2.21,24.7061,Bearish,★★★☆☆ →,0.6,0.0,
